contract_id,tender_id,bid_id,vendor_id,award_amount,change_order_count,change_order_value_ratio,reported_completion_pct,actual_completion_pct,delivery_confirmed,inspection_mismatch_flag,is_phantom_gt,fraud_tag
C-00302,T-00302,B-001206,V-0139,4820000.06,0,0.0,94,94,True,False,False,none
C-00303,T-00303,B-001209,V-0093,1300821.71,0,0.0,96,96,True,False,False,none
C-00304,T-00304,B-001218,V-0194,1229952.96,0,0.0,99,99,True,False,False,none
C-00305,T-00305,B-001222,V-0496,33203895.85,0,0.0,94,94,True,False,False,bid_rigging
C-00306,T-00306,B-001224,V-0107,3837026.43,0,0.0,90,90,True,False,False,none
C-00307,T-00307,B-001232,V-0257,5052937.29,1,0.03,96,96,True,False,False,none
C-00308,T-00308,B-001235,V-0023,722072.63,0,0.0,90,90,True,False,False,none
C-00309,T-00309,B-001236,V-0060,3547827.64,0,0.0,94,94,True,False,False,none
C-00310,T-00310,B-001238,V-0242,4539221.91,0,0.0,100,100,True,False,False,none
C-00311,T-00311,B-001245,V-0136,4854942.32,1,0.03,95,95,True,False,False,none
C-00312,T-00312,B-001246,V-0142,7388918.27,0,0.0,97,97,True,False,False,none
C-00313,T-00313,B-001252,V-0377,3425405.46,0,0.0,98,98,True,False,False,none
C-00314,T-00314,B-001257,V-0022,1093159.89,1,0.03,94,94,True,False,False,ai_generated_doc
C-00315,T-00315,B-001260,V-0015,1455070.41,1,0.03,98,98,True,False,False,none
C-00316,T-00316,B-001264,V-0490,296469.75,0,0.0,94,94,True,False,False,shell_company
C-00317,T-00317,B-001269,V-0089,3400569.17,0,0.0,90,90,True,False,False,none
C-00318,T-00318,B-001272,V-0306,18030781.23,1,0.03,99,99,True,False,False,none
C-00319,T-00319,B-001275,V-0164,4316314.71,1,0.03,95,95,True,False,False,none
C-00320,T-00320,B-001278,V-0106,654753.69,0,0.0,97,97,True,False,False,bid_suppression
C-00321,T-00321,B-001280,V-0008,7028120.78,0,0.0,90,90,True,False,False,none
C-00322,T-00322,B-001286,V-0090,2420217.7,1,0.03,91,91,True,False,False,none
C-00323,T-00323,B-001292,V-0292,1492339.45,3,0.09,99,99,True,False,False,none
C-00324,T-00324,B-001295,V-0323,2508124.2,1,0.03,99,99,True,False,False,none
C-00325,T-00325,B-001300,V-0143,588178.99,0,0.0,92,92,True,False,False,none
C-00326,T-00326,B-001304,V-0169,930225.78,0,0.0,92,92,True,False,False,none
C-00327,T-00327,B-001305,V-0436,1907232.01,0,0.0,90,90,True,False,False,bid_suppression
C-00328,T-00328,B-001308,V-0269,31653594.13,0,0.0,92,92,True,False,False,none
C-00329,T-00329,B-001312,V-0323,2691400.24,0,0.0,92,92,True,False,False,none
C-00330,T-00330,B-001314,V-0042,388470.76,0,0.0,100,100,True,False,False,none
C-00331,T-00331,B-001315,V-0456,37796219.61,0,0.0,100,100,True,False,False,none
C-00332,T-00332,B-001322,V-0001,3389456.01,0,0.0,94,94,True,False,False,none
C-00333,T-00333,B-001327,V-0271,4113688.34,0,0.0,90,90,True,False,False,none
C-00334,T-00334,B-001330,V-0231,3612555.64,0,0.0,93,93,True,False,False,none
C-00335,T-00335,B-001331,V-0066,17375247.49,0,0.0,91,91,True,False,False,none
C-00336,T-00336,B-001335,V-0113,801901.38,0,0.0,96,96,True,False,False,conflict_of_interest
C-00337,T-00337,B-001338,V-0164,1558500.33,0,0.0,96,96,True,False,False,none
C-00338,T-00338,B-001345,V-0248,3827914.32,0,0.0,96,96,True,False,False,none
C-00339,T-00339,B-001347,V-0457,735709.33,0,0.0,90,90,True,False,False,none
C-00340,T-00340,B-001353,V-0008,886292.37,1,0.03,91,91,True,False,False,none
C-00341,T-00341,B-001359,V-0425,6286493.36,1,0.03,100,100,True,False,False,none
C-00342,T-00342,B-001360,V-0075,24623736.91,0,0.0,94,94,True,False,False,none
C-00343,T-00343,B-001363,V-0488,14190281.02,0,0.0,99,99,True,False,False,shell_company
C-00344,T-00344,B-001366,V-0385,5712014.25,0,0.0,100,100,True,False,False,bid_rigging
C-00345,T-00345,B-001369,V-0124,1717699.57,0,0.0,97,97,True,False,False,none
C-00346,T-00346,B-001374,V-0401,8019325.8,0,0.0,93,93,True,False,False,none
C-00347,T-00347,B-001380,V-0413,8364389.25,0,0.0,92,92,True,False,False,none
C-00348,T-00348,B-001381,V-0435,1321600.2,0,0.0,94,94,True,False,False,none
C-00349,T-00349,B-001385,V-0311,1791471.55,0,0.0,100,100,True,False,False,conflict_of_interest
C-00350,T-00350,B-001392,V-0486,167838.09,1,0.03,95,95,True,False,False,none
C-00351,T-00351,B-001395,V-0343,816877.47,0,0.0,94,94,True,False,False,none
C-00352,T-00352,B-001403,V-0099,4072504.81,0,0.0,96,96,True,False,False,none
C-00353,T-00353,B-001406,V-0194,5054323.29,0,0.0,91,91,True,False,False,none
C-00354,T-00354,B-001411,V-0062,2207060.66,1,0.03,91,91,True,False,False,none
C-00355,T-00355,B-001414,V-0425,7029600.29,0,0.0,98,98,True,False,False,none
C-00356,T-00356,B-001420,V-0093,199453.86,1,0.03,98,98,True,False,False,none
C-00357,T-00357,B-001427,V-0117,34340838.16,0,0.0,97,97,True,False,False,none
C-00358,T-00358,B-001429,V-0460,1121817.21,1,0.03,91,91,True,False,False,price_inflation
C-00359,T-00359,B-001434,V-0135,17358893.53,0,0.0,98,98,True,False,False,none
C-00360,T-00360,B-001439,V-0496,3438704.99,0,0.0,100,100,True,False,False,none
C-00361,T-00361,B-001443,V-0368,377923.4,0,0.0,91,91,True,False,False,none
C-00362,T-00362,B-001448,V-0335,11352227.36,0,0.0,90,90,True,False,False,none
C-00363,T-00363,B-001451,V-0497,3748678.79,1,0.03,100,100,True,False,False,none
C-00364,T-00364,B-001456,V-0196,17594601.11,1,0.03,90,90,True,False,False,none
C-00365,T-00365,B-001457,V-0204,15090389.97,0,0.0,94,94,True,False,False,none
C-00366,T-00366,B-001461,V-0195,1134646.04,0,0.0,93,93,True,False,False,none
C-00367,T-00367,B-001467,V-0071,806483.76,0,0.0,98,98,True,False,False,none
C-00368,T-00368,B-001472,V-0172,1461012.33,2,0.06,97,97,True,False,False,none
C-00369,T-00369,B-001473,V-0052,727971.0,1,0.03,97,97,True,False,False,none
C-00370,T-00370,B-001478,V-0348,4649254.14,1,0.03,100,100,True,False,False,none
C-00371,T-00371,B-001482,V-0297,1701407.4,0,0.0,96,96,True,False,False,none
C-00372,T-00372,B-001489,V-0418,15412993.93,1,0.03,90,90,True,False,False,none
C-00373,T-00373,B-001490,V-0145,936879.43,0,0.0,91,91,True,False,False,none
C-00374,T-00374,B-001493,V-0242,982729.03,0,0.0,99,99,True,False,False,none
C-00375,T-00375,B-001501,V-0386,38672901.62,0,0.0,90,90,True,False,False,none
C-00376,T-00376,B-001504,V-0091,1508465.06,0,0.0,90,90,True,False,False,none
C-00377,T-00377,B-001508,V-0037,25647850.39,1,0.03,97,97,True,False,False,none
C-00378,T-00378,B-001513,V-0093,3981975.93,0,0.0,95,95,True,False,False,none
C-00379,T-00379,B-001517,V-0486,24674268.84,1,0.03,92,92,True,False,False,none
C-00380,T-00380,B-001521,V-0071,420240.81,0,0.0,90,90,True,False,False,shell_company
C-00381,T-00381,B-001523,V-0279,35209551.28,1,0.03,100,100,True,False,False,shell_company
C-00382,T-00382,B-001529,V-0133,3870726.46,0,0.0,97,97,True,False,False,none
C-00383,T-00383,B-001532,V-0373,24678662.89,0,0.0,100,100,True,False,False,none
C-00384,T-00384,B-001537,V-0335,985365.74,0,0.0,100,100,True,False,False,none
C-00385,T-00385,B-001539,V-0051,7668530.86,1,0.03,90,90,True,False,False,none
C-00386,T-00386,B-001542,V-0186,3935662.44,1,0.03,100,100,True,False,False,none
C-00387,T-00387,B-001547,V-0010,4466080.46,2,0.06,97,97,True,False,False,none
C-00388,T-00388,B-001549,V-0225,1213620.78,0,0.0,99,99,True,False,False,none
C-00389,T-00389,B-001553,V-0296,25580804.28,0,0.0,97,97,True,False,False,none
C-00390,T-00390,B-001559,V-0382,2082179.81,0,0.0,97,97,True,False,False,bid_rigging
C-00391,T-00391,B-001560,V-0472,4387728.51,1,0.03,100,100,True,False,False,none
C-00392,T-00392,B-001563,V-0011,22961773.27,2,0.06,95,95,True,False,False,none
C-00393,T-00393,B-001565,V-0128,5769272.59,1,0.03,99,99,True,False,False,shell_company
C-00394,T-00394,B-001568,V-0058,18267931.18,0,0.0,99,99,True,False,False,shell_company
C-00395,T-00395,B-001570,V-0058,218501.24,0,0.0,97,97,True,False,False,none
C-00396,T-00396,B-001573,V-0166,26864165.48,0,0.0,94,94,True,False,False,bid_rigging
C-00397,T-00397,B-001578,V-0053,22093172.14,1,0.03,92,92,True,False,False,none
C-00398,T-00398,B-001581,V-0305,786688.72,0,0.0,96,96,True,False,False,none
C-00399,T-00399,B-001583,V-0414,7330842.73,1,0.03,100,100,True,False,False,none
C-00400,T-00400,B-001585,V-0397,1423971.07,0,0.0,94,94,True,False,False,none
C-00401,T-00401,B-001588,V-0198,1126318.64,1,0.03,92,92,True,False,False,none
C-00402,T-00402,B-001593,V-0220,1705842.88,0,0.0,91,91,True,False,False,price_inflation
C-00403,T-00403,B-001597,V-0350,667967.59,0,0.0,91,91,True,False,False,none
C-00404,T-00404,B-001601,V-0468,2531369.84,0,0.0,93,93,True,False,False,none
C-00405,T-00405,B-001604,V-0414,15179499.89,1,0.03,90,90,True,False,False,none
C-00406,T-00406,B-001606,V-0094,3968877.97,1,0.03,100,100,True,False,False,bid_rigging
C-00407,T-00407,B-001609,V-0076,1148096.15,0,0.0,91,91,True,False,False,bid_rigging
C-00408,T-00408,B-001613,V-0360,545343.88,2,0.06,93,93,True,False,False,none
C-00409,T-00409,B-001618,V-0305,2126859.84,0,0.0,99,99,True,False,False,none
C-00410,T-00410,B-001621,V-0032,909636.27,0,0.0,97,97,True,False,False,ai_generated_doc
C-00411,T-00411,B-001626,V-0129,6022873.99,0,0.0,96,96,True,False,False,none
C-00412,T-00412,B-001631,V-0256,2079179.8,1,0.03,100,100,True,False,False,none
C-00413,T-00413,B-001634,V-0212,608999.22,0,0.0,96,96,True,False,False,none
C-00414,T-00414,B-001635,V-0110,19331583.29,1,0.03,100,100,True,False,False,none
C-00415,T-00415,B-001638,V-0342,1963376.54,0,0.0,90,90,True,False,False,none
C-00416,T-00416,B-001645,V-0411,1467760.38,0,0.0,95,95,True,False,False,none
C-00417,T-00417,B-001650,V-0453,1888672.84,0,0.0,91,91,True,False,False,none
C-00418,T-00418,B-001653,V-0484,994054.68,0,0.0,97,97,True,False,False,ai_generated_doc
C-00419,T-00419,B-001655,V-0013,337966.5,0,0.0,100,100,True,False,False,none
C-00420,T-00420,B-001658,V-0194,12843527.66,0,0.0,95,95,True,False,False,none
C-00421,T-00421,B-001663,V-0343,2060865.44,0,0.0,99,99,True,False,False,none
C-00422,T-00422,B-001666,V-0022,1749497.27,1,0.03,98,98,True,False,False,none
C-00423,T-00423,B-001673,V-0453,2994673.55,0,0.0,94,94,True,False,False,none
C-00424,T-00424,B-001675,V-0173,14749660.64,3,0.09,99,99,True,False,False,none
C-00425,T-00425,B-001677,V-0257,3807924.55,0,0.0,90,90,True,False,False,none
C-00426,T-00426,B-001679,V-0132,121199.37,0,0.0,95,95,True,False,False,none
C-00427,T-00427,B-001682,V-0300,3335931.56,0,0.0,92,92,True,False,False,none
C-00428,T-00428,B-001684,V-0365,9017515.58,1,0.03,90,90,True,False,False,none
C-00429,T-00429,B-001687,V-0048,1786989.28,0,0.0,97,97,True,False,False,none
C-00430,T-00430,B-001697,V-0033,1228587.99,0,0.0,95,95,True,False,False,price_inflation
C-00431,T-00431,B-001700,V-0201,2667502.85,0,0.0,99,99,True,False,False,none
C-00432,T-00432,B-001704,V-0411,955386.84,1,0.03,96,96,True,False,False,none
C-00433,T-00433,B-001709,V-0166,1953361.54,0,0.0,94,94,True,False,False,bid_rigging
C-00434,T-00434,B-001711,V-0306,20628477.19,0,0.0,93,93,True,False,False,none
C-00435,T-00435,B-001719,V-0402,15215301.88,0,0.0,97,97,True,False,False,none
C-00436,T-00436,B-001721,V-0230,676707.34,0,0.0,91,91,True,False,False,none
C-00437,T-00437,B-001722,V-0269,23277203.12,0,0.0,91,91,True,False,False,conflict_of_interest
C-00438,T-00438,B-001725,V-0094,1343074.32,0,0.0,90,90,True,False,False,bid_rigging
C-00439,T-00439,B-001730,V-0047,10505668.52,1,0.03,98,98,True,False,False,price_inflation
C-00440,T-00440,B-001732,V-0451,1817601.09,2,0.06,91,91,True,False,False,none
C-00441,T-00441,B-001741,V-0385,1810076.45,0,0.0,94,94,True,False,False,none
C-00442,T-00442,B-001747,V-0483,102673.17,0,0.0,96,96,True,False,False,none
C-00443,T-00443,B-001751,V-0314,2606693.28,3,0.09,99,99,True,False,False,none
C-00444,T-00444,B-001756,V-0086,3397533.03,1,0.03,95,95,True,False,False,none
C-00445,T-00445,B-001759,V-0136,5010694.24,0,0.0,92,92,True,False,False,none
C-00446,T-00446,B-001762,V-0225,19425504.8,0,0.0,95,95,True,False,False,none
C-00447,T-00447,B-001771,V-0360,18523792.49,0,0.0,96,96,True,False,False,none
C-00448,T-00448,B-001776,V-0217,2318078.32,0,0.0,100,100,True,False,False,none
C-00449,T-00449,B-001778,V-0045,908583.49,0,0.0,100,100,True,False,False,none
C-00450,T-00450,B-001781,V-0121,922426.26,0,0.0,93,93,True,False,False,none
C-00451,T-00451,B-001784,V-0443,4500265.45,0,0.0,98,98,True,False,False,ai_generated_doc
C-00452,T-00452,B-001785,V-0222,970032.27,1,0.03,90,90,True,False,False,none
C-00453,T-00453,B-001791,V-0283,8748654.18,0,0.0,92,92,True,False,False,none
C-00454,T-00454,B-001797,V-0158,5334227.27,2,0.06,96,96,True,False,False,none
C-00455,T-00455,B-001799,V-0462,33250384.13,0,0.0,95,95,True,False,False,price_inflation
C-00456,T-00456,B-001801,V-0360,2782193.53,0,0.0,97,97,True,False,False,price_inflation
C-00457,T-00457,B-001803,V-0188,1446973.76,0,0.0,92,92,True,False,False,none
C-00458,T-00458,B-001808,V-0081,26936077.89,0,0.0,95,95,True,False,False,none
C-00459,T-00459,B-001814,V-0291,1562935.09,1,0.03,92,92,True,False,False,none
C-00460,T-00460,B-001817,V-0446,536748.13,2,0.06,98,98,True,False,False,none
C-00461,T-00461,B-001821,V-0197,382601.8,0,0.0,97,97,True,False,False,ai_generated_doc
C-00462,T-00462,B-001826,V-0374,1527658.19,1,0.03,98,98,True,False,False,none
C-00463,T-00463,B-001830,V-0445,3503929.6,0,0.0,99,99,True,False,False,none
C-00464,T-00464,B-001835,V-0069,2952530.52,0,0.0,91,91,True,False,False,none
C-00465,T-00465,B-001840,V-0214,1412364.77,0,0.0,94,94,True,False,False,none
C-00466,T-00466,B-001842,V-0417,1273810.72,1,0.03,100,100,True,False,False,none
C-00467,T-00467,B-001844,V-0027,5297762.35,0,0.0,98,98,True,False,False,none
C-00468,T-00468,B-001850,V-0150,2720042.91,0,0.0,94,94,True,False,False,none
C-00469,T-00469,B-001857,V-0319,771806.96,0,0.0,94,94,True,False,False,none
C-00470,T-00470,B-001859,V-0239,3329334.25,0,0.0,93,93,True,False,False,none
C-00471,T-00471,B-001864,V-0381,324998.14,1,0.03,91,91,True,False,False,none
C-00472,T-00472,B-001865,V-0207,2674725.08,0,0.0,98,98,True,False,False,none
C-00473,T-00473,B-001871,V-0093,1324776.5,0,0.0,100,100,True,False,False,none
C-00474,T-00474,B-001872,V-0052,260516.03,0,0.0,92,92,True,False,False,none
C-00475,T-00475,B-001880,V-0161,1580597.12,0,0.0,96,96,True,False,False,none
C-00476,T-00476,B-001882,V-0080,1395734.11,0,0.0,92,92,True,False,False,bid_suppression
C-00477,T-00477,B-001883,V-0172,2704843.08,1,0.03,98,98,True,False,False,price_inflation
C-00478,T-00478,B-001885,V-0144,33172151.33,0,0.0,94,94,True,False,False,none
C-00479,T-00479,B-001892,V-0318,944251.61,0,0.0,92,92,True,False,False,none
C-00480,T-00480,B-001894,V-0032,4000697.34,1,0.03,92,92,True,False,False,none
C-00481,T-00481,B-001898,V-0185,1096391.02,0,0.0,96,96,True,False,False,none
C-00482,T-00482,B-001903,V-0382,2889267.1,1,0.03,98,98,True,False,False,bid_rigging
C-00483,T-00483,B-001906,V-0357,5309795.67,0,0.0,99,99,True,False,False,none
C-00484,T-00484,B-001909,V-0108,356407.79,0,0.0,98,98,True,False,False,none
C-00485,T-00485,B-001911,V-0298,626617.54,0,0.0,97,97,True,False,False,none
C-00486,T-00486,B-001917,V-0382,6611527.09,0,0.0,94,94,True,False,False,bid_rigging
C-00487,T-00487,B-001922,V-0284,1553659.27,0,0.0,94,94,True,False,False,none
C-00488,T-00488,B-001923,V-0452,1105810.49,0,0.0,94,94,True,False,False,none
C-00489,T-00489,B-001925,V-0355,1226911.64,0,0.0,93,93,True,False,False,none
C-00490,T-00490,B-001928,V-0096,916309.97,0,0.0,91,91,True,False,False,none
C-00491,T-00491,B-001934,V-0250,1538905.7,2,0.06,92,92,True,False,False,none
C-00492,T-00492,B-001939,V-0195,3888201.87,0,0.0,99,99,True,False,False,none
C-00493,T-00493,B-001940,V-0141,752937.05,0,0.0,93,93,True,False,False,none
C-00494,T-00494,B-001947,V-0142,2518334.66,0,0.0,90,90,True,False,False,ai_generated_doc
C-00495,T-00495,B-001950,V-0141,2248791.86,0,0.0,99,99,True,False,False,none
C-00496,T-00496,B-001952,V-0124,4011331.26,1,0.03,97,97,True,False,False,none
C-00497,T-00497,B-001956,V-0349,1348682.36,0,0.0,91,91,True,False,False,none
C-00498,T-00498,B-001959,V-0212,3879012.69,0,0.0,99,99,True,False,False,ai_generated_doc
C-00499,T-00499,B-001963,V-0494,2348503.8,0,0.0,96,96,True,False,False,none
C-00500,T-00500,B-001968,V-0464,705948.88,0,0.0,98,98,True,False,False,none
C-00501,T-00501,B-001972,V-0225,663420.25,0,0.0,91,91,True,False,False,none
C-00502,T-00502,B-001974,V-0433,2745136.89,0,0.0,94,94,True,False,False,none
C-00503,T-00503,B-001977,V-0424,38475863.15,1,0.03,98,98,True,False,False,none
C-00504,T-00504,B-001980,V-0376,3155488.11,2,0.06,94,94,True,False,False,none
C-00505,T-00505,B-001984,V-0043,4105588.01,1,0.03,93,93,True,False,False,none
C-00506,T-00506,B-001985,V-0115,35125656.26,1,0.03,100,100,True,False,False,none
C-00507,T-00507,B-001991,V-0372,13163273.02,0,0.0,91,91,True,False,False,none
C-00508,T-00508,B-001997,V-0476,7687941.24,0,0.0,91,91,True,False,False,none
C-00509,T-00509,B-001998,V-0389,31740931.49,0,0.0,96,96,True,False,False,none
C-00510,T-00510,B-002005,V-0188,12371534.89,1,0.03,96,96,True,False,False,none
C-00511,T-00511,B-002006,V-0453,78335.34,0,0.0,92,92,True,False,False,none
C-00512,T-00512,B-002010,V-0420,1334779.1,0,0.0,93,93,True,False,False,none
C-00513,T-00513,B-002019,V-0348,846660.34,1,0.03,90,90,True,False,False,none
C-00514,T-00514,B-002023,V-0204,3902656.53,0,0.0,97,97,True,False,False,none
C-00515,T-00515,B-002024,V-0417,7893219.41,0,0.0,96,96,True,False,False,none
C-00516,T-00516,B-002028,V-0400,416802.04,1,0.03,94,94,True,False,False,conflict_of_interest
C-00517,T-00517,B-002030,V-0011,24730747.6,0,0.0,95,95,True,False,False,conflict_of_interest
C-00518,T-00518,B-002033,V-0307,4074714.21,0,0.0,91,91,True,False,False,none
C-00519,T-00519,B-002036,V-0423,3457611.16,1,0.03,92,92,True,False,False,none
C-00520,T-00520,B-002044,V-0497,4520888.91,0,0.0,97,97,True,False,False,none
C-00521,T-00521,B-002047,V-0166,7504292.96,0,0.0,94,94,True,False,False,bid_rigging
C-00522,T-00522,B-002050,V-0074,461737.92,2,0.06,90,90,True,False,False,none
C-00523,T-00523,B-002054,V-0367,1978203.23,0,0.0,97,97,True,False,False,none
C-00524,T-00524,B-002061,V-0203,242585.36,0,0.0,92,92,True,False,False,none
C-00525,T-00525,B-002065,V-0401,1025366.02,0,0.0,100,100,True,False,False,bid_suppression
C-00526,T-00526,B-002068,V-0197,459475.53,0,0.0,97,97,True,False,False,none
C-00527,T-00527,B-002071,V-0168,4489582.0,0,0.0,96,96,True,False,False,none
C-00528,T-00528,B-002076,V-0058,1335229.16,0,0.0,92,92,True,False,False,bid_rigging
C-00529,T-00529,B-002082,V-0236,3723489.32,1,0.03,97,97,True,False,False,none
C-00530,T-00530,B-002084,V-0224,474121.89,1,0.03,95,95,True,False,False,none
C-00531,T-00531,B-002087,V-0430,250665.77,0,0.0,91,91,True,False,False,none
C-00532,T-00532,B-002090,V-0326,963406.16,0,0.0,91,91,True,False,False,none
C-00533,T-00533,B-002099,V-0278,1432389.57,0,0.0,91,91,True,False,False,none
C-00534,T-00534,B-002102,V-0125,1295989.35,0,0.0,90,90,True,False,False,none
C-00535,T-00535,B-002103,V-0218,962800.17,1,0.03,92,92,True,False,False,none
C-00536,T-00536,B-002109,V-0218,2453090.36,0,0.0,97,97,True,False,False,none
C-00537,T-00537,B-002114,V-0222,1333363.3,0,0.0,90,90,True,False,False,none
C-00538,T-00538,B-002121,V-0426,467739.9,0,0.0,96,96,True,False,False,none
C-00539,T-00539,B-002126,V-0294,5270120.52,0,0.0,94,94,True,False,False,none
C-00540,T-00540,B-002131,V-0322,2584735.39,0,0.0,98,98,True,False,False,none
C-00541,T-00541,B-002134,V-0421,627650.31,3,0.09,96,96,True,False,False,none
C-00542,T-00542,B-002139,V-0361,990372.88,1,0.03,95,95,True,False,False,none
C-00543,T-00543,B-002142,V-0356,121754.41,0,0.0,94,94,True,False,False,none
C-00544,T-00544,B-002144,V-0080,300230.96,0,0.0,90,90,True,False,False,none
C-00545,T-00545,B-002149,V-0400,1394390.33,1,0.03,98,98,True,False,False,none
C-00546,T-00546,B-002156,V-0019,247781.67,0,0.0,92,92,True,False,False,none
C-00547,T-00547,B-002161,V-0068,2513905.89,0,0.0,91,91,True,False,False,none
C-00548,T-00548,B-002162,V-0128,1221912.82,0,0.0,100,100,True,False,False,shell_company
C-00549,T-00549,B-002167,V-0224,850860.57,0,0.0,98,98,True,False,False,none
C-00550,T-00550,B-002170,V-0376,2420460.61,1,0.03,99,99,True,False,False,none
C-00551,T-00551,B-002171,V-0034,2127271.78,0,0.0,95,95,True,False,False,none
C-00552,T-00552,B-002177,V-0469,3287521.74,0,0.0,99,99,True,False,False,none
C-00553,T-00553,B-002181,V-0473,1464545.76,0,0.0,99,99,True,False,False,none
C-00554,T-00554,B-002186,V-0388,1229625.35,0,0.0,99,99,True,False,False,none
C-00555,T-00555,B-002189,V-0271,1601047.79,0,0.0,94,94,True,False,False,price_inflation
C-00556,T-00556,B-002190,V-0342,28354888.98,0,0.0,98,98,True,False,False,none
C-00557,T-00557,B-002192,V-0306,1768545.78,0,0.0,98,98,True,False,False,none
C-00558,T-00558,B-002196,V-0198,18538227.32,0,0.0,97,97,True,False,False,none
C-00559,T-00559,B-002202,V-0378,1977267.37,0,0.0,95,95,True,False,False,none
C-00560,T-00560,B-002203,V-0260,543223.64,0,0.0,93,93,True,False,False,none
C-00561,T-00561,B-002211,V-0462,1330214.27,0,0.0,93,93,True,False,False,none
C-00562,T-00562,B-002214,V-0041,1176512.63,1,0.03,92,92,True,False,False,none
C-00563,T-00563,B-002215,V-0077,593172.53,1,0.03,98,98,True,False,False,none
C-00564,T-00564,B-002223,V-0342,987953.55,0,0.0,97,97,True,False,False,none
C-00565,T-00565,B-002224,V-0114,23625370.55,1,0.03,92,92,True,False,False,none
C-00566,T-00566,B-002226,V-0435,798411.24,0,0.0,92,92,True,False,False,none
C-00567,T-00567,B-002229,V-0213,1104436.95,0,0.0,93,93,True,False,False,none
C-00568,T-00568,B-002237,V-0268,5972436.77,0,0.0,96,96,True,False,False,none
C-00569,T-00569,B-002241,V-0366,633634.52,1,0.03,94,94,True,False,False,none
C-00570,T-00570,B-002250,V-0301,1164028.65,0,0.0,97,97,True,False,False,none
C-00571,T-00571,B-002251,V-0361,2336792.98,0,0.0,97,97,True,False,False,none
C-00572,T-00572,B-002255,V-0166,2913285.4,0,0.0,92,92,True,False,False,bid_rigging
C-00573,T-00573,B-002260,V-0090,3585121.61,1,0.03,98,98,True,False,False,none
C-00574,T-00574,B-002261,V-0258,1726903.35,0,0.0,95,95,True,False,False,none
C-00575,T-00575,B-002263,V-0294,3970001.59,0,0.0,92,92,True,False,False,shell_company
C-00576,T-00576,B-002272,V-0166,30540997.25,1,0.03,96,96,True,False,False,none
C-00577,T-00577,B-002274,V-0394,3098861.94,0,0.0,93,93,True,False,False,none
C-00578,T-00578,B-002278,V-0354,1634834.36,0,0.0,98,98,True,False,False,none
C-00579,T-00579,B-002282,V-0391,3681030.02,0,0.0,97,97,True,False,False,none
C-00580,T-00580,B-002286,V-0227,3162548.28,0,0.0,93,93,True,False,False,none
C-00581,T-00581,B-002290,V-0155,702889.93,1,0.03,97,97,True,False,False,none
C-00582,T-00582,B-002294,V-0311,1946523.71,0,0.0,90,90,True,False,False,price_inflation
C-00583,T-00583,B-002300,V-0161,1227712.05,0,0.0,100,100,True,False,False,none
C-00584,T-00584,B-002303,V-0273,7413288.8,0,0.0,93,93,True,False,False,price_inflation
C-00585,T-00585,B-002310,V-0134,2458068.25,0,0.0,100,100,True,False,False,none
C-00586,T-00586,B-002313,V-0104,348819.11,1,0.03,100,100,True,False,False,none
C-00587,T-00587,B-002317,V-0449,20740814.7,0,0.0,97,97,True,False,False,none
C-00588,T-00588,B-002324,V-0475,37767632.27,0,0.0,96,96,True,False,False,none
C-00589,T-00589,B-002327,V-0094,29315647.1,0,0.0,100,100,True,False,False,none
C-00590,T-00590,B-002333,V-0461,1674418.93,0,0.0,97,97,True,False,False,none
C-00591,T-00591,B-002336,V-0496,2744076.08,1,0.03,90,90,True,False,False,none
C-00592,T-00592,B-002340,V-0496,16579191.49,1,0.03,95,95,True,False,False,none
C-00593,T-00593,B-002344,V-0087,3175948.94,0,0.0,98,98,True,False,False,none
C-00594,T-00594,B-002346,V-0469,9629045.58,0,0.0,99,99,True,False,False,price_inflation
C-00595,T-00595,B-002351,V-0297,2093714.97,0,0.0,90,90,True,False,False,none
C-00596,T-00596,B-002352,V-0261,2024678.04,0,0.0,97,97,True,False,False,none
C-00597,T-00597,B-002360,V-0089,23186174.07,0,0.0,100,100,True,False,False,none
C-00598,T-00598,B-002365,V-0262,4292066.31,0,0.0,92,92,True,False,False,none
C-00599,T-00599,B-002370,V-0309,1880388.72,0,0.0,95,95,True,False,False,none
C-00600,T-00600,B-002372,V-0076,18941064.34,0,0.0,97,97,True,False,False,bid_rigging
C-00601,T-00601,B-002377,V-0376,1873474.02,0,0.0,90,90,True,False,False,none
C-00602,T-00602,B-002379,V-0386,999489.87,0,0.0,92,92,True,False,False,none
C-00603,T-00603,B-002386,V-0327,3324931.51,0,0.0,90,90,True,False,False,none
C-00604,T-00604,B-002387,V-0267,35895923.49,0,0.0,92,92,True,False,False,none
C-00605,T-00605,B-002392,V-0427,526983.46,1,0.03,95,95,True,False,False,price_inflation
C-00606,T-00606,B-002395,V-0113,4340556.72,0,0.0,96,96,True,False,False,none
C-00607,T-00607,B-002398,V-0062,484798.74,0,0.0,100,100,True,False,False,none
C-00608,T-00608,B-002402,V-0443,7238453.25,0,0.0,99,99,True,False,False,none
C-00609,T-00609,B-002404,V-0046,5959326.55,0,0.0,97,97,True,False,False,bid_rigging
C-00610,T-00610,B-002411,V-0180,1436881.04,0,0.0,94,94,True,False,False,none
C-00611,T-00611,B-002413,V-0182,3825279.24,0,0.0,96,96,True,False,False,none
C-00612,T-00612,B-002417,V-0093,1781488.55,0,0.0,98,98,True,False,False,none
