document_id,bid_id,tender_id,vendor_id,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_tag
D-001099,B-001099,T-00279,V-0242,True,False,False,38.7,0.082,0.93,False,none
D-001100,B-001100,T-00280,V-0444,True,False,False,59.1,0.221,0.98,False,none
D-001101,B-001101,T-00280,V-0358,True,False,False,26.6,0.093,0.88,False,none
D-001102,B-001102,T-00280,V-0094,True,False,False,40.7,0.143,0.91,False,none
D-001103,B-001103,T-00280,V-0003,True,False,False,47.0,0.373,0.98,False,none
D-001104,B-001104,T-00280,V-0445,True,False,False,41.9,0.174,0.91,False,none
D-001105,B-001105,T-00280,V-0401,True,False,False,44.9,0.181,0.91,False,none
D-001106,B-001106,T-00281,V-0190,True,False,False,43.9,0.122,0.89,False,none
D-001107,B-001107,T-00281,V-0172,True,False,False,40.8,0.07,0.89,False,none
D-001108,B-001108,T-00281,V-0001,True,False,False,43.8,0.555,0.97,False,none
D-001109,B-001109,T-00281,V-0053,True,False,False,31.3,0.106,0.93,False,none
D-001110,B-001110,T-00281,V-0247,True,False,False,49.2,0.461,0.92,False,none
D-001111,B-001111,T-00281,V-0395,True,False,False,61.9,0.435,0.99,False,none
D-001112,B-001112,T-00282,V-0275,True,False,False,67.9,0.134,0.87,False,none
D-001113,B-001113,T-00282,V-0386,True,False,False,43.5,0.258,0.93,True,none
D-001114,B-001114,T-00282,V-0233,True,False,False,58.6,0.161,0.94,False,none
D-001115,B-001115,T-00282,V-0022,True,False,False,63.7,0.344,0.85,False,none
D-001116,B-001116,T-00283,V-0114,True,False,False,43.2,0.116,0.9,False,none
D-001117,B-001117,T-00283,V-0230,True,False,False,50.1,0.312,1.0,False,none
D-001118,B-001118,T-00283,V-0135,True,False,False,44.9,0.25,0.93,False,none
D-001119,B-001119,T-00283,V-0153,True,False,False,33.4,0.248,0.92,False,none
D-001120,B-001120,T-00283,V-0456,True,False,False,50.0,0.13,0.97,False,none
D-001121,B-001121,T-00283,V-0333,True,False,False,64.3,0.021,0.86,False,none
D-001122,B-001122,T-00284,V-0008,True,False,False,40.7,0.201,0.93,False,none
D-001123,B-001123,T-00284,V-0256,True,False,False,49.6,0.298,0.9,False,none
D-001124,B-001124,T-00284,V-0444,True,False,False,44.3,0.176,0.95,False,none
D-001125,B-001125,T-00284,V-0487,True,False,False,37.4,0.376,0.98,False,none
D-001126,B-001126,T-00284,V-0375,True,False,False,38.4,0.175,1.0,False,none
D-001127,B-001127,T-00285,V-0040,True,False,False,49.3,0.225,0.95,False,none
D-001128,B-001128,T-00285,V-0168,True,False,False,44.2,0.254,1.0,False,none
D-001129,B-001129,T-00285,V-0331,True,False,False,64.0,0.011,0.95,False,none
D-001130,B-001130,T-00285,V-0125,True,False,False,45.7,0.146,0.97,False,none
D-001131,B-001131,T-00285,V-0484,True,False,False,58.3,0.065,0.97,False,none
D-001132,B-001132,T-00286,V-0354,True,False,False,29.6,0.069,0.91,False,none
D-001133,B-001133,T-00286,V-0280,True,False,False,56.3,0.283,0.99,False,none
D-001134,B-001134,T-00286,V-0327,True,False,False,55.4,0.261,0.99,False,none
D-001135,B-001135,T-00286,V-0035,True,False,False,43.5,0.115,0.95,False,none
D-001136,B-001136,T-00286,V-0039,True,False,False,44.4,0.301,0.93,False,none
D-001137,B-001137,T-00286,V-0079,True,False,False,53.4,0.044,0.88,False,none
D-001138,B-001138,T-00287,V-0412,True,False,False,42.8,0.387,0.91,False,none
D-001139,B-001139,T-00287,V-0096,True,False,False,43.9,0.211,0.95,False,none
D-001140,B-001140,T-00287,V-0279,True,False,False,35.4,0.026,0.98,False,none
D-001141,B-001141,T-00287,V-0483,True,False,False,43.7,0.256,0.99,False,none
D-001142,B-001142,T-00287,V-0128,True,False,False,35.1,0.232,0.99,False,none
D-001143,B-001143,T-00288,V-0108,True,False,False,66.8,0.152,0.97,False,none
D-001144,B-001144,T-00288,V-0085,True,False,False,52.8,0.147,1.0,False,none
D-001145,B-001145,T-00288,V-0097,True,False,False,44.9,0.06,0.96,False,none
D-001146,B-001146,T-00288,V-0317,True,False,False,28.6,0.104,0.86,False,none
D-001147,B-001147,T-00288,V-0326,True,False,False,41.0,0.285,0.93,False,none
D-001148,B-001148,T-00289,V-0181,True,False,False,56.7,0.421,0.9,False,none
D-001149,B-001149,T-00289,V-0008,True,False,False,47.4,0.032,0.86,False,none
D-001150,B-001150,T-00289,V-0340,True,False,False,32.8,0.159,0.86,False,none
D-001151,B-001151,T-00289,V-0478,True,False,False,39.3,0.38,0.97,False,none
D-001152,B-001152,T-00289,V-0190,True,False,False,53.7,0.162,0.91,False,none
D-001153,B-001153,T-00289,V-0332,True,False,False,48.3,0.23,0.93,False,none
D-001154,B-001154,T-00290,V-0046,True,False,False,50.8,0.318,0.97,False,bid_rigging
D-001155,B-001155,T-00290,V-0250,True,False,False,29.1,0.222,0.98,False,bid_rigging
D-001156,B-001156,T-00290,V-0264,True,False,False,37.8,0.141,0.93,False,bid_rigging
D-001157,B-001157,T-00291,V-0186,True,False,False,33.4,0.561,0.94,False,none
D-001158,B-001158,T-00291,V-0038,True,False,False,31.6,0.116,0.94,False,none
D-001159,B-001159,T-00291,V-0255,True,False,False,36.3,0.07,0.94,False,none
D-001160,B-001160,T-00291,V-0157,True,False,False,39.0,0.144,0.96,False,none
D-001161,B-001161,T-00291,V-0378,True,False,False,60.9,0.252,0.9,False,none
D-001162,B-001162,T-00291,V-0153,True,False,False,45.9,0.013,0.96,False,none
D-001163,B-001163,T-00292,V-0118,True,False,False,35.6,0.427,0.96,False,none
D-001164,B-001164,T-00292,V-0025,True,False,False,47.0,0.221,0.9,False,none
D-001165,B-001165,T-00293,V-0152,True,False,False,40.1,0.332,0.91,False,none
D-001166,B-001166,T-00293,V-0464,True,False,False,56.9,0.049,0.94,False,none
D-001167,B-001167,T-00293,V-0282,True,False,False,39.0,0.371,0.99,True,none
D-001168,B-001168,T-00293,V-0336,True,False,False,30.4,0.243,0.98,False,none
D-001169,B-001169,T-00293,V-0051,True,False,False,30.9,0.416,0.88,False,none
D-001170,B-001170,T-00293,V-0458,True,False,False,32.0,0.082,0.92,False,none
D-001171,B-001171,T-00294,V-0481,True,False,False,49.5,0.129,0.9,False,none
D-001172,B-001172,T-00294,V-0287,True,False,False,60.8,0.493,0.94,False,none
D-001173,B-001173,T-00294,V-0458,True,False,False,60.9,0.062,0.89,False,none
D-001174,B-001174,T-00294,V-0406,True,False,False,47.2,0.355,0.94,False,none
D-001175,B-001175,T-00294,V-0126,True,False,False,26.7,0.392,0.9,False,none
D-001176,B-001176,T-00294,V-0041,True,False,False,60.3,0.39,0.89,False,none
D-001177,B-001177,T-00295,V-0406,True,False,False,64.2,0.299,0.97,True,none
D-001178,B-001178,T-00295,V-0373,True,False,False,58.4,0.104,0.95,False,none
D-001179,B-001179,T-00295,V-0397,True,False,False,54.5,0.308,0.92,False,none
D-001180,B-001180,T-00295,V-0431,True,False,False,51.4,0.078,0.91,False,none
D-001181,B-001181,T-00295,V-0096,True,False,False,22.2,0.112,0.91,False,none
D-001182,B-001182,T-00295,V-0252,True,False,False,18.9,0.273,0.95,False,none
D-001183,B-001183,T-00296,V-0254,True,False,False,38.7,0.154,0.85,False,none
D-001184,B-001184,T-00296,V-0000,True,False,False,40.7,0.075,0.87,False,none
D-001185,B-001185,T-00296,V-0058,True,False,False,34.4,0.282,0.94,False,none
D-001186,B-001186,T-00296,V-0207,True,False,False,26.9,0.238,0.87,False,none
D-001187,B-001187,T-00296,V-0302,True,False,False,57.9,0.12,0.98,False,none
D-001188,B-001188,T-00296,V-0097,True,False,False,31.2,0.106,0.98,False,none
D-001189,B-001189,T-00297,V-0028,True,False,False,70.8,0.27,0.99,True,shell_company
D-001190,B-001190,T-00297,V-0108,True,False,False,37.4,0.186,0.91,False,none
D-001191,B-001191,T-00297,V-0368,True,False,False,59.3,0.272,0.92,False,none
D-001192,B-001192,T-00297,V-0057,True,False,False,50.2,0.137,1.0,False,none
D-001193,B-001193,T-00298,V-0105,True,False,False,44.8,0.123,0.99,False,none
D-001194,B-001194,T-00298,V-0199,True,False,False,32.0,0.143,0.97,False,none
D-001195,B-001195,T-00298,V-0180,True,False,False,54.4,0.245,0.9,False,none
D-001196,B-001196,T-00299,V-0383,True,False,False,39.4,0.175,0.93,False,none
D-001197,B-001197,T-00299,V-0234,True,False,False,54.0,0.777,0.52,False,ai_generated_doc
D-001198,B-001198,T-00300,V-0300,True,False,False,26.9,0.055,0.88,False,none
D-001199,B-001199,T-00300,V-0232,True,False,False,62.6,0.238,0.99,False,none
D-001200,B-001200,T-00301,V-0082,True,False,False,36.8,0.203,0.93,False,none
D-001201,B-001201,T-00301,V-0245,True,False,False,27.9,0.023,0.86,False,none
D-001202,B-001202,T-00301,V-0112,True,False,False,46.3,0.197,0.94,False,none
D-001203,B-001203,T-00301,V-0224,True,False,False,43.0,0.404,0.87,False,none
D-001204,B-001204,T-00302,V-0353,True,False,False,42.0,0.458,0.86,False,none
D-001205,B-001205,T-00302,V-0050,True,False,False,15.4,0.35,0.98,False,none
D-001206,B-001206,T-00302,V-0139,True,False,False,33.1,0.097,0.85,False,none
D-001207,B-001207,T-00302,V-0441,True,False,False,52.3,0.075,0.88,False,none
D-001208,B-001208,T-00303,V-0471,True,False,False,50.9,0.052,0.99,False,none
D-001209,B-001209,T-00303,V-0093,True,False,False,34.1,0.293,0.94,False,none
D-001210,B-001210,T-00303,V-0321,True,False,False,61.9,0.165,0.94,False,none
D-001211,B-001211,T-00303,V-0254,True,False,False,34.1,0.064,0.96,False,none
D-001212,B-001212,T-00303,V-0270,True,False,False,72.3,0.367,0.95,False,none
D-001213,B-001213,T-00303,V-0001,True,False,False,42.6,0.309,0.99,False,none
D-001214,B-001214,T-00304,V-0289,True,False,False,51.1,0.17,0.9,False,none
D-001215,B-001215,T-00304,V-0288,True,False,False,55.3,0.185,0.89,False,none
D-001216,B-001216,T-00304,V-0182,True,False,False,48.2,0.037,0.96,False,none
D-001217,B-001217,T-00304,V-0049,True,False,False,54.4,0.133,0.89,False,none
D-001218,B-001218,T-00304,V-0194,True,False,False,57.5,0.27,0.93,False,none
D-001219,B-001219,T-00304,V-0241,True,False,False,46.7,0.33,0.88,False,none
D-001220,B-001220,T-00305,V-0094,True,False,False,46.2,0.324,0.88,False,bid_rigging
D-001221,B-001221,T-00305,V-0385,True,False,True,50.3,0.207,0.91,False,bid_rigging
D-001222,B-001222,T-00305,V-0496,True,False,True,41.5,0.14,0.99,False,bid_rigging
D-001223,B-001223,T-00306,V-0457,True,False,False,46.4,0.056,0.96,True,none
D-001224,B-001224,T-00306,V-0107,True,False,False,27.1,0.302,0.96,False,none
D-001225,B-001225,T-00306,V-0047,True,False,False,19.0,0.305,0.91,False,none
D-001226,B-001226,T-00306,V-0174,True,False,False,55.0,0.105,0.94,False,none
D-001227,B-001227,T-00306,V-0472,True,False,False,60.5,0.042,1.0,False,none
D-001228,B-001228,T-00307,V-0454,True,False,False,51.5,0.055,0.88,False,none
D-001229,B-001229,T-00307,V-0169,True,False,False,67.3,0.205,0.92,False,none
D-001230,B-001230,T-00307,V-0051,True,False,False,47.9,0.233,0.91,False,none
D-001231,B-001231,T-00307,V-0045,True,False,False,42.7,0.18,0.88,False,none
D-001232,B-001232,T-00307,V-0257,True,False,False,36.3,0.049,0.86,False,none
D-001233,B-001233,T-00308,V-0119,True,False,False,39.8,0.103,0.94,False,none
D-001234,B-001234,T-00308,V-0377,True,False,False,59.4,0.194,0.95,False,none
D-001235,B-001235,T-00308,V-0023,True,False,False,51.6,0.205,0.9,False,none
D-001236,B-001236,T-00309,V-0060,True,False,False,52.1,0.298,0.99,False,none
D-001237,B-001237,T-00309,V-0371,True,False,False,38.5,0.374,0.91,False,none
D-001238,B-001238,T-00310,V-0242,True,False,False,34.1,0.285,0.95,False,none
D-001239,B-001239,T-00310,V-0193,True,False,False,53.2,0.208,0.86,False,none
D-001240,B-001240,T-00310,V-0003,True,False,False,59.1,0.056,0.97,False,none
D-001241,B-001241,T-00311,V-0117,True,False,False,51.8,0.336,0.89,False,none
D-001242,B-001242,T-00311,V-0358,True,False,False,44.2,0.357,0.97,False,none
D-001243,B-001243,T-00311,V-0416,True,False,False,57.0,0.294,0.89,False,none
D-001244,B-001244,T-00311,V-0085,True,False,False,42.8,0.231,0.99,True,none
D-001245,B-001245,T-00311,V-0136,True,False,False,38.3,0.139,0.86,False,none
D-001246,B-001246,T-00312,V-0142,True,False,False,47.0,0.091,0.96,False,none
D-001247,B-001247,T-00312,V-0161,True,False,False,57.3,0.075,0.89,False,none
D-001248,B-001248,T-00312,V-0133,True,False,False,26.9,0.451,0.98,False,none
D-001249,B-001249,T-00312,V-0310,True,False,False,41.4,0.391,0.92,False,none
D-001250,B-001250,T-00312,V-0109,True,False,False,42.7,0.145,0.95,True,none
D-001251,B-001251,T-00313,V-0364,True,False,False,43.6,0.066,0.99,False,none
D-001252,B-001252,T-00313,V-0377,True,False,False,61.6,0.188,0.93,False,none
D-001253,B-001253,T-00313,V-0418,True,False,False,51.0,0.343,0.97,False,none
D-001254,B-001254,T-00313,V-0069,True,False,False,49.5,0.287,0.86,False,none
D-001255,B-001255,T-00313,V-0027,True,False,False,53.8,0.275,0.98,False,none
D-001256,B-001256,T-00313,V-0265,True,False,False,32.4,0.039,0.91,False,none
D-001257,B-001257,T-00314,V-0022,True,False,False,49.8,0.739,0.57,False,ai_generated_doc
D-001258,B-001258,T-00314,V-0218,True,False,False,32.3,0.211,0.87,False,none
D-001259,B-001259,T-00314,V-0251,True,False,False,37.5,0.198,0.92,False,none
D-001260,B-001260,T-00315,V-0015,True,False,False,56.9,0.317,0.9,False,none
D-001261,B-001261,T-00315,V-0016,True,False,False,11.2,0.285,0.87,False,none
D-001262,B-001262,T-00315,V-0391,True,False,False,59.4,0.106,0.96,False,none
D-001263,B-001263,T-00315,V-0005,True,False,False,46.7,0.095,0.94,False,none
D-001264,B-001264,T-00316,V-0490,False,False,False,55.3,0.21,0.99,False,shell_company
D-001265,B-001265,T-00316,V-0331,True,False,False,40.3,0.166,0.97,False,none
D-001266,B-001266,T-00316,V-0190,True,False,False,48.7,0.236,0.98,False,none
D-001267,B-001267,T-00316,V-0029,True,False,False,54.0,0.018,0.87,False,none
D-001268,B-001268,T-00317,V-0077,True,False,False,23.1,0.418,0.95,False,none
D-001269,B-001269,T-00317,V-0089,True,False,False,62.3,0.208,0.86,False,none
D-001270,B-001270,T-00318,V-0013,True,False,False,24.9,0.192,0.99,False,none
D-001271,B-001271,T-00318,V-0022,True,False,False,35.1,0.245,0.86,False,none
D-001272,B-001272,T-00318,V-0306,True,False,False,57.1,0.221,0.97,False,none
D-001273,B-001273,T-00318,V-0025,True,False,False,53.6,0.326,0.86,False,none
D-001274,B-001274,T-00318,V-0001,True,False,False,53.8,0.375,0.93,False,none
D-001275,B-001275,T-00319,V-0164,True,False,False,50.4,0.182,0.91,False,none
D-001276,B-001276,T-00319,V-0189,True,False,False,47.8,0.208,0.89,False,none
D-001277,B-001277,T-00319,V-0338,True,False,False,66.4,0.191,0.94,True,none
D-001278,B-001278,T-00320,V-0106,True,False,False,57.8,0.274,0.89,False,bid_suppression
D-001279,B-001279,T-00321,V-0402,True,False,False,32.9,0.135,0.97,False,none
D-001280,B-001280,T-00321,V-0008,True,False,False,44.9,0.339,0.89,True,none
D-001281,B-001281,T-00321,V-0395,True,False,False,70.3,0.271,0.97,False,none
D-001282,B-001282,T-00321,V-0319,True,False,False,45.4,0.214,0.88,False,none
D-001283,B-001283,T-00322,V-0492,True,False,False,23.7,0.129,0.88,False,none
D-001284,B-001284,T-00322,V-0438,True,False,False,70.6,0.207,0.88,False,none
D-001285,B-001285,T-00322,V-0329,True,False,False,52.2,0.139,0.87,False,none
D-001286,B-001286,T-00322,V-0090,True,False,False,43.3,0.085,0.96,False,none
D-001287,B-001287,T-00323,V-0347,True,False,False,22.9,0.036,0.96,False,none
D-001288,B-001288,T-00323,V-0151,True,False,False,79.8,0.2,0.86,False,none
D-001289,B-001289,T-00323,V-0371,True,False,False,34.0,0.344,0.85,False,none
D-001290,B-001290,T-00323,V-0087,True,False,False,57.0,0.272,0.87,False,none
D-001291,B-001291,T-00323,V-0267,True,False,False,61.4,0.205,0.96,False,none
D-001292,B-001292,T-00323,V-0292,True,False,False,35.0,0.224,0.91,False,none
D-001293,B-001293,T-00324,V-0149,True,False,False,45.8,0.095,0.85,False,none
D-001294,B-001294,T-00324,V-0484,True,False,False,26.4,0.218,0.94,True,none
D-001295,B-001295,T-00324,V-0323,True,False,False,22.9,0.074,0.96,False,none
D-001296,B-001296,T-00324,V-0199,True,False,False,54.5,0.298,0.93,False,none
D-001297,B-001297,T-00324,V-0080,True,False,False,36.0,0.032,0.89,False,none
D-001298,B-001298,T-00325,V-0210,True,False,False,58.9,0.476,0.88,False,none
D-001299,B-001299,T-00325,V-0405,True,False,False,26.8,0.074,0.94,False,none
D-001300,B-001300,T-00325,V-0143,True,False,False,57.7,0.349,0.97,False,none
D-001301,B-001301,T-00325,V-0441,True,False,False,50.7,0.108,0.94,False,none
D-001302,B-001302,T-00326,V-0425,True,False,False,48.3,0.085,0.86,False,none
D-001303,B-001303,T-00326,V-0141,True,False,False,50.5,0.102,0.97,False,none
D-001304,B-001304,T-00326,V-0169,True,False,False,25.5,0.371,0.91,False,none
D-001305,B-001305,T-00327,V-0436,True,False,False,47.8,0.208,0.89,False,bid_suppression
D-001306,B-001306,T-00328,V-0099,True,False,False,36.6,0.383,0.88,True,none
D-001307,B-001307,T-00328,V-0424,True,False,False,49.6,0.12,0.95,False,none
D-001308,B-001308,T-00328,V-0269,True,False,False,37.0,0.336,0.95,True,none
D-001309,B-001309,T-00328,V-0131,True,False,False,68.3,0.231,0.87,False,none
D-001310,B-001310,T-00329,V-0303,True,False,False,36.8,0.039,0.93,False,none
D-001311,B-001311,T-00329,V-0046,True,False,False,37.8,0.182,1.0,False,none
D-001312,B-001312,T-00329,V-0323,True,False,False,30.9,0.348,0.9,False,none
D-001313,B-001313,T-00330,V-0489,True,False,False,55.8,0.244,0.96,True,none
D-001314,B-001314,T-00330,V-0042,True,False,False,45.1,0.038,0.97,False,none
D-001315,B-001315,T-00331,V-0456,True,False,False,60.7,0.337,0.97,False,none
D-001316,B-001316,T-00331,V-0004,True,False,False,48.3,0.237,0.96,False,none
D-001317,B-001317,T-00331,V-0005,True,False,False,50.1,0.224,0.92,True,none
D-001318,B-001318,T-00331,V-0466,True,False,False,44.1,0.116,0.86,False,none
D-001319,B-001319,T-00331,V-0094,True,False,False,39.6,0.146,0.94,False,none
D-001320,B-001320,T-00331,V-0106,True,False,False,42.6,0.154,0.94,False,none
D-001321,B-001321,T-00332,V-0469,True,False,False,42.6,0.011,0.99,False,none
D-001322,B-001322,T-00332,V-0001,True,False,False,67.8,0.246,0.87,True,none
D-001323,B-001323,T-00332,V-0451,True,False,False,38.5,0.022,0.87,False,none
D-001324,B-001324,T-00332,V-0317,True,False,False,33.9,0.156,0.86,False,none
D-001325,B-001325,T-00332,V-0348,True,False,False,45.5,0.088,0.86,False,none
D-001326,B-001326,T-00333,V-0203,True,False,False,72.7,0.07,0.92,False,none
D-001327,B-001327,T-00333,V-0271,True,False,False,37.8,0.064,0.98,False,none
D-001328,B-001328,T-00333,V-0244,True,False,False,35.1,0.211,0.98,False,none
D-001329,B-001329,T-00334,V-0122,True,False,False,52.6,0.246,0.99,False,none
D-001330,B-001330,T-00334,V-0231,True,False,False,46.3,0.042,0.89,False,none
D-001331,B-001331,T-00335,V-0066,True,False,False,74.3,0.236,0.95,False,none
D-001332,B-001332,T-00335,V-0266,True,False,False,68.3,0.229,0.95,False,none
D-001333,B-001333,T-00335,V-0274,True,False,False,43.0,0.264,0.94,False,none
D-001334,B-001334,T-00335,V-0208,True,False,False,58.8,0.088,0.98,False,none
D-001335,B-001335,T-00336,V-0113,True,False,False,50.1,0.448,0.99,False,conflict_of_interest
D-001336,B-001336,T-00336,V-0400,True,False,False,43.2,0.216,0.92,False,none
D-001337,B-001337,T-00336,V-0434,True,False,False,62.5,0.246,0.93,False,none
D-001338,B-001338,T-00337,V-0164,True,False,False,34.1,0.141,0.9,False,none
D-001339,B-001339,T-00337,V-0481,True,False,False,47.2,0.297,0.94,False,none
D-001340,B-001340,T-00338,V-0281,True,False,False,34.7,0.121,0.97,False,none
D-001341,B-001341,T-00338,V-0093,True,False,False,57.6,0.173,0.97,False,none
D-001342,B-001342,T-00338,V-0223,True,False,False,46.6,0.196,0.9,False,none
D-001343,B-001343,T-00338,V-0292,True,False,False,41.7,0.391,0.95,False,none
D-001344,B-001344,T-00338,V-0055,True,False,False,55.3,0.096,0.88,False,none
D-001345,B-001345,T-00338,V-0248,True,False,False,38.6,0.076,0.93,False,none
D-001346,B-001346,T-00339,V-0377,True,False,False,44.4,0.354,0.86,False,none
D-001347,B-001347,T-00339,V-0457,True,False,False,35.2,0.402,0.91,False,none
D-001348,B-001348,T-00339,V-0270,True,False,False,64.5,0.236,0.92,False,none
D-001349,B-001349,T-00339,V-0069,True,False,False,54.3,0.402,0.92,False,none
D-001350,B-001350,T-00339,V-0208,True,False,False,51.7,0.059,0.88,False,none
D-001351,B-001351,T-00339,V-0023,True,False,False,60.9,0.338,0.99,False,none
D-001352,B-001352,T-00340,V-0478,True,False,False,48.7,0.06,0.89,False,none
D-001353,B-001353,T-00340,V-0008,True,False,False,59.5,0.226,0.86,False,none
D-001354,B-001354,T-00340,V-0365,True,False,False,46.7,0.137,1.0,False,none
D-001355,B-001355,T-00341,V-0445,True,False,False,34.6,0.147,0.85,False,none
D-001356,B-001356,T-00341,V-0399,True,False,False,80.5,0.237,0.94,False,none
D-001357,B-001357,T-00341,V-0336,True,False,False,38.1,0.205,0.96,True,none
D-001358,B-001358,T-00341,V-0151,True,False,False,23.2,0.272,0.98,False,none
D-001359,B-001359,T-00341,V-0425,True,False,False,57.0,0.234,0.86,False,none
D-001360,B-001360,T-00342,V-0075,True,False,False,41.7,0.077,0.98,False,none
D-001361,B-001361,T-00342,V-0169,True,False,False,41.2,0.233,0.96,False,none
D-001362,B-001362,T-00342,V-0289,True,False,False,62.1,0.229,0.9,False,none
D-001363,B-001363,T-00343,V-0488,True,False,False,29.5,0.053,0.88,True,shell_company
D-001364,B-001364,T-00343,V-0150,True,False,False,47.7,0.197,0.87,False,none
D-001365,B-001365,T-00344,V-0094,True,False,False,71.8,0.381,0.95,False,bid_rigging
D-001366,B-001366,T-00344,V-0385,True,False,False,49.5,0.474,0.9,False,bid_rigging
D-001367,B-001367,T-00344,V-0496,True,False,False,40.9,0.194,1.0,False,bid_rigging
D-001368,B-001368,T-00345,V-0332,True,False,False,56.9,0.132,0.89,False,none
D-001369,B-001369,T-00345,V-0124,True,False,False,23.1,0.292,0.87,False,none
D-001370,B-001370,T-00345,V-0460,True,False,False,34.0,0.308,0.94,False,none
D-001371,B-001371,T-00345,V-0486,True,False,False,38.7,0.105,0.96,False,none
D-001372,B-001372,T-00346,V-0411,True,False,False,61.8,0.095,0.96,False,none
D-001373,B-001373,T-00346,V-0434,True,False,False,60.5,0.192,0.89,False,none
D-001374,B-001374,T-00346,V-0401,True,False,False,66.1,0.129,0.89,False,none
D-001375,B-001375,T-00346,V-0075,True,False,False,44.1,0.262,0.92,False,none
D-001376,B-001376,T-00346,V-0207,True,False,False,48.0,0.031,0.99,False,none
D-001377,B-001377,T-00346,V-0302,True,False,False,34.5,0.169,0.89,False,none
D-001378,B-001378,T-00347,V-0392,True,False,False,42.5,0.274,0.89,False,none
D-001379,B-001379,T-00347,V-0097,True,False,False,33.6,0.158,0.97,False,none
D-001380,B-001380,T-00347,V-0413,True,False,False,49.5,0.362,0.96,False,none
D-001381,B-001381,T-00348,V-0435,True,False,False,37.9,0.185,0.85,False,none
D-001382,B-001382,T-00348,V-0260,True,False,False,53.4,0.013,0.91,False,none
D-001383,B-001383,T-00348,V-0139,True,False,False,53.2,0.306,0.9,False,none
D-001384,B-001384,T-00348,V-0320,True,False,False,25.1,0.197,0.92,False,none
D-001385,B-001385,T-00349,V-0311,True,False,False,66.8,0.195,0.89,False,conflict_of_interest
D-001386,B-001386,T-00349,V-0103,True,False,False,45.9,0.258,0.89,False,none
D-001387,B-001387,T-00349,V-0038,True,False,False,14.4,0.172,0.89,False,none
D-001388,B-001388,T-00349,V-0041,True,False,False,33.9,0.293,0.97,False,none
D-001389,B-001389,T-00350,V-0100,True,False,False,70.7,0.284,0.97,False,none
D-001390,B-001390,T-00350,V-0446,True,False,False,49.3,0.075,0.94,False,none
D-001391,B-001391,T-00350,V-0298,True,False,False,50.3,0.091,0.86,False,none
D-001392,B-001392,T-00350,V-0486,True,False,False,58.0,0.294,0.99,False,none
D-001393,B-001393,T-00350,V-0226,True,False,False,29.2,0.043,0.94,False,none
D-001394,B-001394,T-00350,V-0328,True,False,False,43.3,0.181,0.98,False,none
D-001395,B-001395,T-00351,V-0343,True,False,False,68.3,0.312,0.91,False,none
D-001396,B-001396,T-00351,V-0066,True,False,False,50.7,0.195,0.87,False,none
D-001397,B-001397,T-00351,V-0305,True,False,False,50.3,0.208,0.95,False,none
D-001398,B-001398,T-00351,V-0070,True,False,False,44.5,0.499,0.9,False,none
D-001399,B-001399,T-00351,V-0176,True,False,False,62.9,0.022,0.86,False,none
D-001400,B-001400,T-00352,V-0134,True,False,False,35.5,0.306,0.99,False,none
D-001401,B-001401,T-00352,V-0034,True,False,False,21.5,0.076,0.91,False,none
D-001402,B-001402,T-00352,V-0496,True,False,False,49.9,0.113,0.88,False,none
D-001403,B-001403,T-00352,V-0099,True,False,False,29.1,0.208,0.96,False,none
D-001404,B-001404,T-00352,V-0101,True,False,False,61.9,0.309,0.98,False,none
D-001405,B-001405,T-00352,V-0103,True,False,False,53.6,0.082,0.96,False,none
D-001406,B-001406,T-00353,V-0194,True,False,False,49.1,0.223,0.91,False,none
D-001407,B-001407,T-00353,V-0057,True,False,False,66.7,0.201,0.94,False,none
D-001408,B-001408,T-00354,V-0499,True,False,False,29.9,0.32,0.96,False,none
D-001409,B-001409,T-00354,V-0176,True,False,False,49.2,0.165,0.92,False,none
D-001410,B-001410,T-00354,V-0192,True,False,False,53.9,0.378,0.98,False,none
D-001411,B-001411,T-00354,V-0062,True,False,False,63.2,0.147,0.96,False,none
D-001412,B-001412,T-00354,V-0097,True,False,False,67.3,0.317,0.96,False,none
D-001413,B-001413,T-00354,V-0111,True,False,False,55.1,0.343,0.98,True,none
D-001414,B-001414,T-00355,V-0425,True,False,False,57.2,0.257,0.99,False,none
D-001415,B-001415,T-00355,V-0052,True,False,False,49.0,0.172,0.98,False,none
D-001416,B-001416,T-00355,V-0203,True,False,False,49.8,0.056,0.98,False,none
D-001417,B-001417,T-00355,V-0240,True,False,False,63.1,0.174,0.97,False,none
D-001418,B-001418,T-00356,V-0274,True,False,False,61.0,0.162,0.95,False,none
D-001419,B-001419,T-00356,V-0423,True,False,False,40.5,0.056,0.91,False,none
D-001420,B-001420,T-00356,V-0093,True,False,False,33.5,0.074,0.93,False,none
D-001421,B-001421,T-00356,V-0052,True,False,False,46.7,0.106,0.87,False,none
D-001422,B-001422,T-00356,V-0321,True,False,False,39.6,0.185,0.86,False,none
D-001423,B-001423,T-00356,V-0099,True,False,False,45.3,0.12,0.96,False,none
D-001424,B-001424,T-00357,V-0209,True,False,False,34.6,0.195,0.94,False,none
D-001425,B-001425,T-00357,V-0014,True,False,False,31.6,0.129,0.92,False,none
D-001426,B-001426,T-00357,V-0173,True,False,False,47.1,0.046,0.96,False,none
