bid_id,tender_id,vendor_id,bid_amount,submission_day_offset,submission_hour,is_winner,bid_text_similarity_score,fraud_tag
B-001221,T-00305,V-0385,37030514.16,1,8,False,0.855,bid_rigging
B-001222,T-00305,V-0496,33203895.85,1,8,True,0.979,bid_rigging
B-001223,T-00306,V-0457,3684300.72,9,9,False,0.014,none
B-001224,T-00306,V-0107,3837026.43,4,17,True,0.081,none
B-001225,T-00306,V-0047,3559559.28,10,11,False,0.007,none
B-001226,T-00306,V-0174,3561057.2,4,16,False,0.025,none
B-001227,T-00306,V-0472,3855956.01,0,15,False,0.123,none
B-001228,T-00307,V-0454,5333977.37,3,17,False,0.042,none
B-001229,T-00307,V-0169,5360120.63,6,13,False,0.14,none
B-001230,T-00307,V-0051,5106135.08,7,16,False,0.104,none
B-001231,T-00307,V-0045,5275640.58,0,9,False,0.147,none
B-001232,T-00307,V-0257,5052937.29,9,8,True,0.1,none
B-001233,T-00308,V-0119,855392.86,2,11,False,0.124,none
B-001234,T-00308,V-0377,862459.93,3,10,False,0.044,none
B-001235,T-00308,V-0023,722072.63,0,18,True,0.067,none
B-001236,T-00309,V-0060,3547827.64,5,18,True,0.113,none
B-001237,T-00309,V-0371,3419997.45,4,18,False,0.065,none
B-001238,T-00310,V-0242,4539221.91,5,8,True,0.08,none
B-001239,T-00310,V-0193,4699796.1,10,14,False,0.016,none
B-001240,T-00310,V-0003,4312603.98,2,11,False,0.011,none
B-001241,T-00311,V-0117,4794008.71,8,18,False,0.08,none
B-001242,T-00311,V-0358,4769011.49,9,17,False,0.148,none
B-001243,T-00311,V-0416,5137807.49,7,10,False,0.124,none
B-001244,T-00311,V-0085,5095812.44,9,16,False,0.099,none
B-001245,T-00311,V-0136,4854942.32,3,15,True,0.064,none
B-001246,T-00312,V-0142,7388918.27,3,14,True,0.044,none
B-001247,T-00312,V-0161,7071532.13,8,15,False,0.139,none
B-001248,T-00312,V-0133,7192180.37,9,9,False,0.119,none
B-001249,T-00312,V-0310,8045461.98,2,8,False,0.034,none
B-001250,T-00312,V-0109,7899385.13,8,9,False,0.084,none
B-001251,T-00313,V-0364,3008533.24,8,11,False,0.12,none
B-001252,T-00313,V-0377,3425405.46,3,8,True,0.076,none
B-001253,T-00313,V-0418,3421815.7,9,16,False,0.133,none
B-001254,T-00313,V-0069,3038157.93,3,16,False,0.083,none
B-001255,T-00313,V-0027,3423260.76,5,16,False,0.081,none
B-001256,T-00313,V-0265,3564055.15,4,12,False,0.05,none
B-001257,T-00314,V-0022,1093159.89,3,18,True,0.018,ai_generated_doc
B-001258,T-00314,V-0218,1094529.46,7,9,False,0.084,none
B-001259,T-00314,V-0251,1176609.99,1,13,False,0.092,none
B-001260,T-00315,V-0015,1455070.41,10,8,True,0.129,none
B-001261,T-00315,V-0016,1474264.2,0,9,False,0.048,none
B-001262,T-00315,V-0391,1655413.08,10,17,False,0.012,none
B-001263,T-00315,V-0005,1585565.18,3,15,False,0.143,none
B-001264,T-00316,V-0490,296469.75,0,10,True,0.198,shell_company
B-001265,T-00316,V-0331,297748.41,1,16,False,0.129,none
B-001266,T-00316,V-0190,319289.26,4,10,False,0.017,none
B-001267,T-00316,V-0029,322240.34,8,15,False,0.057,none
B-001268,T-00317,V-0077,3442735.65,8,17,False,0.118,none
B-001269,T-00317,V-0089,3400569.17,5,14,True,0.07,none
B-001270,T-00318,V-0013,17362416.43,3,14,False,0.052,none
B-001271,T-00318,V-0022,15614538.55,5,9,False,0.054,none
B-001272,T-00318,V-0306,18030781.23,8,12,True,0.08,none
B-001273,T-00318,V-0025,18155240.24,6,14,False,0.084,none
B-001274,T-00318,V-0001,16731240.13,3,14,False,0.022,none
B-001275,T-00319,V-0164,4316314.71,5,12,True,0.123,none
B-001276,T-00319,V-0189,3930042.17,9,14,False,0.109,none
B-001277,T-00319,V-0338,4461133.22,8,8,False,0.094,none
B-001278,T-00320,V-0106,654753.69,9,17,True,0.0,bid_suppression
B-001279,T-00321,V-0402,7296577.0,2,9,False,0.009,none
B-001280,T-00321,V-0008,7028120.78,0,9,True,0.13,none
B-001281,T-00321,V-0395,7530345.44,4,16,False,0.019,none
B-001282,T-00321,V-0319,6913040.41,8,16,False,0.111,none
B-001283,T-00322,V-0492,2528658.8,7,11,False,0.077,none
B-001284,T-00322,V-0438,2296169.94,6,11,False,0.079,none
B-001285,T-00322,V-0329,2442347.64,1,14,False,0.04,none
B-001286,T-00322,V-0090,2420217.7,2,18,True,0.01,none
B-001287,T-00323,V-0347,1673865.22,10,18,False,0.11,none
B-001288,T-00323,V-0151,1614921.64,6,12,False,0.024,none
B-001289,T-00323,V-0371,1638511.0,3,14,False,0.113,none
B-001290,T-00323,V-0087,1733393.87,2,13,False,0.108,none
B-001291,T-00323,V-0267,1608258.94,8,14,False,0.032,none
B-001292,T-00323,V-0292,1492339.45,4,12,True,0.012,none
B-001293,T-00324,V-0149,3004359.96,5,12,False,0.13,none
B-001294,T-00324,V-0484,2944304.6,0,10,False,0.06,none
B-001295,T-00324,V-0323,2508124.2,3,18,True,0.055,none
B-001296,T-00324,V-0199,2831455.64,8,18,False,0.028,none
B-001297,T-00324,V-0080,2636885.75,3,8,False,0.1,none
B-001298,T-00325,V-0210,606000.72,8,17,False,0.144,none
B-001299,T-00325,V-0405,607100.93,8,16,False,0.137,none
B-001300,T-00325,V-0143,588178.99,0,11,True,0.11,none
B-001301,T-00325,V-0441,568515.18,5,11,False,0.083,none
B-001302,T-00326,V-0425,938525.41,2,15,False,0.092,none
B-001303,T-00326,V-0141,925269.44,0,18,False,0.103,none
B-001304,T-00326,V-0169,930225.78,0,12,True,0.103,none
B-001305,T-00327,V-0436,1907232.01,6,12,True,0.0,bid_suppression
B-001306,T-00328,V-0099,30286586.34,1,14,False,0.109,none
B-001307,T-00328,V-0424,29103217.0,2,9,False,0.014,none
B-001308,T-00328,V-0269,31653594.13,9,15,True,0.079,none
B-001309,T-00328,V-0131,33122710.51,1,16,False,0.007,none
B-001310,T-00329,V-0303,2522115.11,3,15,False,0.033,none
B-001311,T-00329,V-0046,2650592.54,6,18,False,0.048,none
B-001312,T-00329,V-0323,2691400.24,3,8,True,0.132,none
B-001313,T-00330,V-0489,397660.04,5,14,False,0.014,none
B-001314,T-00330,V-0042,388470.76,8,14,True,0.117,none
B-001315,T-00331,V-0456,37796219.61,0,17,True,0.016,none
B-001316,T-00331,V-0004,37230810.74,6,9,False,0.082,none
B-001317,T-00331,V-0005,33496831.5,9,16,False,0.139,none
B-001318,T-00331,V-0466,38070797.69,3,14,False,0.05,none
B-001319,T-00331,V-0094,38110168.83,10,15,False,0.04,none
B-001320,T-00331,V-0106,34526716.73,4,17,False,0.018,none
B-001321,T-00332,V-0469,3263373.85,6,13,False,0.091,none
B-001322,T-00332,V-0001,3389456.01,5,10,True,0.133,none
B-001323,T-00332,V-0451,3215071.32,1,12,False,0.091,none
B-001324,T-00332,V-0317,3465576.97,1,16,False,0.096,none
B-001325,T-00332,V-0348,3717763.2,9,12,False,0.016,none
B-001326,T-00333,V-0203,4273831.35,0,17,False,0.021,none
B-001327,T-00333,V-0271,4113688.34,6,11,True,0.026,none
B-001328,T-00333,V-0244,4567121.12,2,11,False,0.091,none
B-001329,T-00334,V-0122,3821897.58,5,13,False,0.063,none
B-001330,T-00334,V-0231,3612555.64,1,12,True,0.14,none
B-001331,T-00335,V-0066,17375247.49,5,18,True,0.003,none
B-001332,T-00335,V-0266,14698119.17,5,11,False,0.074,none
B-001333,T-00335,V-0274,16646153.45,6,14,False,0.065,none
B-001334,T-00335,V-0208,15400750.31,0,16,False,0.104,none
B-001335,T-00336,V-0113,801901.38,0,11,True,0.175,conflict_of_interest
B-001336,T-00336,V-0400,729378.47,3,13,False,0.078,none
B-001337,T-00336,V-0434,824039.94,1,8,False,0.077,none
B-001338,T-00337,V-0164,1558500.33,1,10,True,0.115,none
B-001339,T-00337,V-0481,1581652.93,4,13,False,0.053,none
B-001340,T-00338,V-0281,3646278.18,7,14,False,0.114,none
B-001341,T-00338,V-0093,3696064.63,10,10,False,0.093,none
B-001342,T-00338,V-0223,4019217.55,8,12,False,0.044,none
B-001343,T-00338,V-0292,3733313.17,0,9,False,0.036,none
B-001344,T-00338,V-0055,3811678.16,8,8,False,0.119,none
B-001345,T-00338,V-0248,3827914.32,7,11,True,0.051,none
B-001346,T-00339,V-0377,651510.97,3,18,False,0.056,none
B-001347,T-00339,V-0457,735709.33,1,8,True,0.015,none
B-001348,T-00339,V-0270,705849.02,5,15,False,0.104,none
B-001349,T-00339,V-0069,714534.88,0,17,False,0.123,none
B-001350,T-00339,V-0208,800099.24,8,13,False,0.149,none
B-001351,T-00339,V-0023,680809.15,9,9,False,0.12,none
B-001352,T-00340,V-0478,945359.85,4,17,False,0.121,none
B-001353,T-00340,V-0008,886292.37,6,17,True,0.106,none
B-001354,T-00340,V-0365,886249.26,9,18,False,0.063,none
B-001355,T-00341,V-0445,6718160.39,10,17,False,0.114,none
B-001356,T-00341,V-0399,6544859.18,10,18,False,0.114,none
B-001357,T-00341,V-0336,6633588.46,7,9,False,0.133,none
B-001358,T-00341,V-0151,6786589.79,4,10,False,0.08,none
B-001359,T-00341,V-0425,6286493.36,5,17,True,0.058,none
B-001360,T-00342,V-0075,24623736.91,4,8,True,0.116,none
B-001361,T-00342,V-0169,23898397.87,4,17,False,0.093,none
B-001362,T-00342,V-0289,24296778.22,3,10,False,0.134,none
B-001363,T-00343,V-0488,14190281.02,6,14,True,0.113,shell_company
B-001364,T-00343,V-0150,15781138.98,0,14,False,0.124,none
B-001365,T-00344,V-0094,6551696.87,1,8,False,0.933,bid_rigging
B-001366,T-00344,V-0385,5712014.25,0,9,True,0.923,bid_rigging
B-001367,T-00344,V-0496,7023940.32,0,8,False,0.892,bid_rigging
B-001368,T-00345,V-0332,1881153.1,10,16,False,0.114,none
B-001369,T-00345,V-0124,1717699.57,4,8,True,0.135,none
B-001370,T-00345,V-0460,1468766.56,6,18,False,0.018,none
B-001371,T-00345,V-0486,1471510.87,2,17,False,0.092,none
B-001372,T-00346,V-0411,7988107.66,8,18,False,0.022,none
B-001373,T-00346,V-0434,8018571.62,10,12,False,0.014,none
B-001374,T-00346,V-0401,8019325.8,8,14,True,0.086,none
B-001375,T-00346,V-0075,7644882.25,5,14,False,0.095,none
B-001376,T-00346,V-0207,7705206.49,3,8,False,0.084,none
B-001377,T-00346,V-0302,7916377.85,6,9,False,0.101,none
B-001378,T-00347,V-0392,8525038.84,5,17,False,0.051,none
B-001379,T-00347,V-0097,7351972.55,1,12,False,0.126,none
B-001380,T-00347,V-0413,8364389.25,4,14,True,0.081,none
B-001381,T-00348,V-0435,1321600.2,0,10,True,0.072,none
B-001382,T-00348,V-0260,1407389.39,3,8,False,0.001,none
B-001383,T-00348,V-0139,1642210.66,8,14,False,0.09,none
B-001384,T-00348,V-0320,1423456.43,6,9,False,0.15,none
B-001385,T-00349,V-0311,1791471.55,5,8,True,0.01,conflict_of_interest
B-001386,T-00349,V-0103,1452857.19,8,8,False,0.122,none
B-001387,T-00349,V-0038,1501219.04,4,18,False,0.121,none
B-001388,T-00349,V-0041,1632573.2,5,8,False,0.091,none
B-001389,T-00350,V-0100,160631.92,10,10,False,0.008,none
B-001390,T-00350,V-0446,172766.21,5,11,False,0.096,none
B-001391,T-00350,V-0298,168452.93,4,8,False,0.134,none
B-001392,T-00350,V-0486,167838.09,7,15,True,0.09,none
B-001393,T-00350,V-0226,169672.54,6,10,False,0.009,none
B-001394,T-00350,V-0328,183912.44,7,10,False,0.109,none
B-001395,T-00351,V-0343,816877.47,8,9,True,0.112,none
B-001396,T-00351,V-0066,901243.81,7,18,False,0.124,none
B-001397,T-00351,V-0305,827630.55,6,8,False,0.147,none
B-001398,T-00351,V-0070,905549.12,9,17,False,0.01,none
B-001399,T-00351,V-0176,828035.13,4,8,False,0.06,none
B-001400,T-00352,V-0134,3763144.5,3,9,False,0.141,none
B-001401,T-00352,V-0034,3791462.38,5,13,False,0.107,none
B-001402,T-00352,V-0496,4085789.23,2,11,False,0.052,none
B-001403,T-00352,V-0099,4072504.81,6,9,True,0.07,none
B-001404,T-00352,V-0101,3571308.37,1,15,False,0.002,none
B-001405,T-00352,V-0103,3872523.78,2,18,False,0.015,none
B-001406,T-00353,V-0194,5054323.29,6,11,True,0.124,none
B-001407,T-00353,V-0057,4880454.17,10,13,False,0.02,none
B-001408,T-00354,V-0499,2123167.69,1,18,False,0.082,none
B-001409,T-00354,V-0176,2111362.14,4,12,False,0.089,none
B-001410,T-00354,V-0192,2464396.21,2,17,False,0.048,none
B-001411,T-00354,V-0062,2207060.66,2,14,True,0.044,none
B-001412,T-00354,V-0097,1973368.18,0,9,False,0.065,none
B-001413,T-00354,V-0111,2078282.46,4,8,False,0.035,none
B-001414,T-00355,V-0425,7029600.29,2,15,True,0.111,none
B-001415,T-00355,V-0052,7453672.0,7,18,False,0.077,none
B-001416,T-00355,V-0203,5993378.37,2,9,False,0.002,none
B-001417,T-00355,V-0240,5876560.06,2,18,False,0.014,none
B-001418,T-00356,V-0274,234036.88,8,14,False,0.026,none
B-001419,T-00356,V-0423,215334.88,8,13,False,0.11,none
B-001420,T-00356,V-0093,199453.86,7,18,True,0.091,none
B-001421,T-00356,V-0052,217165.69,3,14,False,0.13,none
B-001422,T-00356,V-0321,177139.81,3,16,False,0.036,none
B-001423,T-00356,V-0099,210458.64,1,16,False,0.027,none
B-001424,T-00357,V-0209,34837191.39,0,15,False,0.118,none
B-001425,T-00357,V-0014,36059858.82,9,16,False,0.108,none
B-001426,T-00357,V-0173,32086790.4,6,14,False,0.102,none
B-001427,T-00357,V-0117,34340838.16,1,15,True,0.072,none
B-001428,T-00358,V-0120,876101.59,0,13,False,0.229,none
B-001429,T-00358,V-0460,1121817.21,2,9,True,0.198,price_inflation
B-001430,T-00358,V-0207,792167.43,3,18,False,0.105,none
B-001431,T-00358,V-0265,853421.75,1,14,False,0.204,none
B-001432,T-00358,V-0399,851676.73,0,13,False,0.162,none
B-001433,T-00359,V-0351,16147602.56,9,10,False,0.11,none
B-001434,T-00359,V-0135,17358893.53,8,18,True,0.116,none
B-001435,T-00360,V-0071,3094582.23,0,16,False,0.089,none
B-001436,T-00360,V-0167,3190187.49,10,12,False,0.035,none
B-001437,T-00360,V-0290,3074868.61,9,17,False,0.081,none
B-001438,T-00360,V-0203,3398026.54,8,8,False,0.143,none
B-001439,T-00360,V-0496,3438704.99,2,8,True,0.128,none
B-001440,T-00360,V-0233,3224227.06,0,17,False,0.104,none
B-001441,T-00361,V-0221,385726.05,8,12,False,0.097,none
B-001442,T-00361,V-0499,351394.28,4,17,False,0.051,none
B-001443,T-00361,V-0368,377923.4,9,16,True,0.083,none
B-001444,T-00361,V-0306,383683.86,1,18,False,0.013,none
B-001445,T-00361,V-0366,445358.76,5,15,False,0.094,none
B-001446,T-00361,V-0354,359167.14,8,15,False,0.144,none
B-001447,T-00362,V-0355,11652569.75,1,13,False,0.139,none
B-001448,T-00362,V-0335,11352227.36,3,16,True,0.06,none
B-001449,T-00363,V-0276,3728554.79,2,8,False,0.14,none
B-001450,T-00363,V-0393,4053724.21,7,12,False,0.057,none
B-001451,T-00363,V-0497,3748678.79,1,17,True,0.01,none
B-001452,T-00364,V-0253,18707727.16,2,17,False,0.086,none
B-001453,T-00364,V-0312,18222611.35,6,16,False,0.075,none
B-001454,T-00364,V-0272,19622951.61,2,10,False,0.048,none
B-001455,T-00364,V-0252,19483542.02,9,11,False,0.074,none
B-001456,T-00364,V-0196,17594601.11,0,18,True,0.08,none
B-001457,T-00365,V-0204,15090389.97,10,18,True,0.119,none
B-001458,T-00365,V-0329,16187961.95,5,8,False,0.104,none
B-001459,T-00366,V-0386,1005523.98,10,15,False,0.085,none
B-001460,T-00366,V-0199,1052199.46,0,18,False,0.019,none
B-001461,T-00366,V-0195,1134646.04,4,16,True,0.026,none
B-001462,T-00366,V-0372,1027244.43,5,13,False,0.04,none
B-001463,T-00367,V-0201,834799.98,4,10,False,0.096,none
B-001464,T-00367,V-0235,839864.17,10,10,False,0.103,none
B-001465,T-00367,V-0303,879556.12,9,12,False,0.118,none
B-001466,T-00367,V-0100,724118.34,3,11,False,0.082,none
B-001467,T-00367,V-0071,806483.76,9,9,True,0.051,none
B-001468,T-00367,V-0180,847560.48,2,12,False,0.012,none
B-001469,T-00368,V-0095,1510063.91,2,13,False,0.058,none
B-001470,T-00368,V-0272,1367060.81,9,10,False,0.061,none
B-001471,T-00368,V-0389,1250032.76,9,11,False,0.13,none
B-001472,T-00368,V-0172,1461012.33,3,13,True,0.079,none
B-001473,T-00369,V-0052,727971.0,8,14,True,0.055,none
B-001474,T-00369,V-0114,702800.41,0,18,False,0.073,none
B-001475,T-00369,V-0440,728471.28,4,14,False,0.142,none
B-001476,T-00369,V-0481,748443.21,8,13,False,0.002,none
B-001477,T-00370,V-0395,5163919.36,0,11,False,0.046,none
B-001478,T-00370,V-0348,4649254.14,9,9,True,0.132,none
B-001479,T-00370,V-0147,5646752.62,8,17,False,0.011,none
B-001480,T-00370,V-0422,5768218.43,1,15,False,0.09,none
B-001481,T-00370,V-0133,5567809.98,2,8,False,0.03,none
B-001482,T-00371,V-0297,1701407.4,1,13,True,0.032,none
B-001483,T-00371,V-0120,1803979.98,4,9,False,0.049,none
B-001484,T-00371,V-0137,1825341.57,7,9,False,0.049,none
B-001485,T-00371,V-0406,1891662.0,5,11,False,0.016,none
B-001486,T-00372,V-0317,15602965.77,7,16,False,0.015,none
B-001487,T-00372,V-0453,14340584.85,6,15,False,0.128,none
B-001488,T-00372,V-0109,15075205.97,0,8,False,0.144,none
B-001489,T-00372,V-0418,15412993.93,4,10,True,0.105,none
B-001490,T-00373,V-0145,936879.43,0,13,True,0.027,none
B-001491,T-00373,V-0486,898038.61,6,17,False,0.079,none
B-001492,T-00374,V-0268,1024103.93,7,8,False,0.041,none
B-001493,T-00374,V-0242,982729.03,2,11,True,0.127,none
B-001494,T-00374,V-0287,1060560.78,8,16,False,0.128,none
B-001495,T-00374,V-0030,1001851.26,5,14,False,0.024,none
B-001496,T-00374,V-0309,927292.15,2,13,False,0.084,none
B-001497,T-00374,V-0375,1060144.87,6,14,False,0.009,none
B-001498,T-00375,V-0259,39587850.99,4,12,False,0.129,none
B-001499,T-00375,V-0212,36986712.49,2,15,False,0.106,none
B-001500,T-00375,V-0405,36903615.96,8,13,False,0.147,none
B-001501,T-00375,V-0386,38672901.62,10,12,True,0.081,none
B-001502,T-00375,V-0230,39052738.39,5,17,False,0.063,none
B-001503,T-00375,V-0275,38446555.0,5,13,False,0.118,none
B-001504,T-00376,V-0091,1508465.06,1,14,True,0.148,none
B-001505,T-00376,V-0257,1631844.2,0,10,False,0.14,none
B-001506,T-00376,V-0065,1576010.64,0,8,False,0.006,none
B-001507,T-00376,V-0155,1497743.46,4,13,False,0.096,none
B-001508,T-00377,V-0037,25647850.39,10,9,True,0.12,none
B-001509,T-00377,V-0490,22772755.15,5,9,False,0.031,none
B-001510,T-00377,V-0121,24856355.76,5,13,False,0.072,none
B-001511,T-00378,V-0284,4650782.46,4,12,False,0.128,none
B-001512,T-00378,V-0377,4140456.19,8,17,False,0.057,none
B-001513,T-00378,V-0093,3981975.93,9,17,True,0.149,none
B-001514,T-00378,V-0349,4031198.64,7,10,False,0.075,none
B-001515,T-00378,V-0051,3921059.78,3,14,False,0.067,none
B-001516,T-00379,V-0368,24047040.66,0,10,False,0.055,none
B-001517,T-00379,V-0486,24674268.84,8,10,True,0.138,none
B-001518,T-00379,V-0149,23107069.92,4,11,False,0.142,none
B-001519,T-00379,V-0329,25258908.91,1,16,False,0.033,none
B-001520,T-00379,V-0211,26601412.95,2,16,False,0.121,none
B-001521,T-00380,V-0071,420240.81,3,17,True,0.029,shell_company
B-001522,T-00380,V-0429,493499.87,0,18,False,0.061,none
B-001523,T-00381,V-0279,35209551.28,6,12,True,0.098,shell_company
B-001524,T-00381,V-0004,35656317.47,8,15,False,0.069,none
B-001525,T-00381,V-0454,37619085.35,7,14,False,0.104,none
B-001526,T-00381,V-0046,34958174.39,7,10,False,0.157,none
B-001527,T-00382,V-0237,3551074.27,8,18,False,0.04,none
B-001528,T-00382,V-0164,4097977.54,2,14,False,0.023,none
B-001529,T-00382,V-0133,3870726.46,9,8,True,0.049,none
B-001530,T-00382,V-0382,3987854.32,9,9,False,0.077,none
B-001531,T-00382,V-0498,3607390.99,10,15,False,0.057,none
B-001532,T-00383,V-0373,24678662.89,8,10,True,0.108,none
B-001533,T-00383,V-0052,21937068.09,1,18,False,0.07,none
B-001534,T-00383,V-0200,24728977.84,1,15,False,0.103,none
B-001535,T-00384,V-0474,1071074.15,2,8,False,0.049,none
B-001536,T-00384,V-0289,1095335.24,2,10,False,0.086,none
B-001537,T-00384,V-0335,985365.74,9,17,True,0.032,none
B-001538,T-00385,V-0489,7005659.95,5,18,False,0.128,none
B-001539,T-00385,V-0051,7668530.86,1,18,True,0.045,none
B-001540,T-00385,V-0375,6981994.07,8,16,False,0.022,none
B-001541,T-00386,V-0334,4406501.55,9,16,False,0.03,none
B-001542,T-00386,V-0186,3935662.44,8,12,True,0.04,none
B-001543,T-00386,V-0359,4505530.99,1,15,False,0.109,none
B-001544,T-00386,V-0493,3970290.78,7,15,False,0.033,none
B-001545,T-00387,V-0126,4815391.14,4,12,False,0.087,none
B-001546,T-00387,V-0482,4835898.61,7,17,False,0.107,none
B-001547,T-00387,V-0010,4466080.46,1,10,True,0.134,none
B-001548,T-00387,V-0292,4823704.38,9,17,False,0.066,none
B-001549,T-00388,V-0225,1213620.78,5,11,True,0.1,none
B-001550,T-00388,V-0035,1156314.6,9,15,False,0.114,none
B-001551,T-00388,V-0082,1122637.66,7,9,False,0.032,none
B-001552,T-00389,V-0070,22104736.33,2,10,False,0.004,none
B-001553,T-00389,V-0296,25580804.28,10,9,True,0.02,none
B-001554,T-00389,V-0487,22702787.63,5,14,False,0.109,none
B-001555,T-00389,V-0285,25198503.68,0,16,False,0.028,none
B-001556,T-00390,V-0076,2485566.25,1,9,False,0.895,bid_rigging
B-001557,T-00390,V-0166,2257305.42,1,9,False,0.874,bid_rigging
B-001558,T-00390,V-0355,2390929.99,1,8,False,0.954,bid_rigging
B-001559,T-00390,V-0382,2082179.81,0,8,True,0.852,bid_rigging
B-001560,T-00391,V-0472,4387728.51,9,17,True,0.048,none
B-001561,T-00391,V-0198,4639863.99,7,9,False,0.052,none
B-001562,T-00391,V-0330,4377404.05,2,11,False,0.131,none
B-001563,T-00392,V-0011,22961773.27,10,17,True,0.025,none
B-001564,T-00392,V-0398,24453444.21,9,13,False,0.1,none
B-001565,T-00393,V-0128,5769272.59,8,11,True,0.011,shell_company
B-001566,T-00393,V-0142,6232059.79,0,17,False,0.083,none
B-001567,T-00393,V-0335,5897985.28,3,18,False,0.119,none
B-001568,T-00394,V-0058,18267931.18,2,10,True,0.023,shell_company
B-001569,T-00394,V-0204,19261204.26,7,14,False,0.093,none
B-001570,T-00395,V-0058,218501.24,1,9,True,0.057,none
B-001571,T-00395,V-0310,218258.31,1,10,False,0.137,none
B-001572,T-00396,V-0076,31227049.99,1,8,False,0.876,bid_rigging
B-001573,T-00396,V-0166,26864165.48,0,8,True,0.888,bid_rigging
B-001574,T-00396,V-0355,29314422.15,1,9,False,0.877,bid_rigging
B-001575,T-00396,V-0382,28584722.76,0,9,False,0.935,bid_rigging
B-001576,T-00397,V-0397,21728591.59,2,9,False,0.014,none
B-001577,T-00397,V-0266,19186428.28,0,16,False,0.102,none
B-001578,T-00397,V-0053,22093172.14,10,16,True,0.021,none
B-001579,T-00397,V-0076,21910172.61,5,8,False,0.086,none
B-001580,T-00398,V-0076,749678.85,2,8,False,0.126,none
B-001581,T-00398,V-0305,786688.72,9,11,True,0.105,none
B-001582,T-00398,V-0146,796497.94,5,13,False,0.108,none
B-001583,T-00399,V-0414,7330842.73,3,18,True,0.085,none
B-001584,T-00399,V-0379,7538525.67,5,10,False,0.117,none
B-001585,T-00400,V-0397,1423971.07,7,9,True,0.021,none
B-001586,T-00400,V-0049,1396464.19,3,14,False,0.14,none
B-001587,T-00401,V-0187,1000304.46,0,12,False,0.141,none
B-001588,T-00401,V-0198,1126318.64,2,8,True,0.021,none
B-001589,T-00401,V-0157,1172369.04,7,8,False,0.063,none
B-001590,T-00401,V-0390,1110991.93,5,17,False,0.024,none
B-001591,T-00401,V-0473,1156867.0,3,16,False,0.074,none
B-001592,T-00401,V-0066,1216886.78,0,10,False,0.09,none
B-001593,T-00402,V-0220,1705842.88,2,10,True,0.258,price_inflation
B-001594,T-00402,V-0218,1259706.49,1,13,False,0.096,none
B-001595,T-00403,V-0423,667161.32,10,8,False,0.033,none
B-001596,T-00403,V-0449,637956.15,4,8,False,0.037,none
B-001597,T-00403,V-0350,667967.59,1,8,True,0.092,none
B-001598,T-00404,V-0489,2334397.99,5,14,False,0.134,none
B-001599,T-00404,V-0254,2317598.43,4,17,False,0.01,none
B-001600,T-00404,V-0288,2265483.09,7,17,False,0.102,none
B-001601,T-00404,V-0468,2531369.84,5,13,True,0.043,none
B-001602,T-00404,V-0393,2200634.98,2,11,False,0.038,none
B-001603,T-00405,V-0428,16092490.9,6,8,False,0.017,none
B-001604,T-00405,V-0414,15179499.89,8,8,True,0.115,none
B-001605,T-00405,V-0128,13500159.1,8,9,False,0.006,none
B-001606,T-00406,V-0094,3968877.97,0,9,True,0.871,bid_rigging
B-001607,T-00406,V-0385,4556889.83,0,8,False,0.956,bid_rigging
B-001608,T-00406,V-0496,4650203.5,1,8,False,0.869,bid_rigging
B-001609,T-00407,V-0076,1148096.15,0,9,True,0.909,bid_rigging
B-001610,T-00407,V-0166,1278817.13,1,8,False,0.893,bid_rigging
B-001611,T-00407,V-0355,1406279.18,1,9,False,0.976,bid_rigging
B-001612,T-00407,V-0382,1403651.88,1,9,False,0.876,bid_rigging
B-001613,T-00408,V-0360,545343.88,0,17,True,0.065,none
B-001614,T-00408,V-0100,466342.65,5,16,False,0.129,none
B-001615,T-00409,V-0218,2190444.45,0,11,False,0.018,none
B-001616,T-00409,V-0360,2223344.29,0,13,False,0.03,none
B-001617,T-00409,V-0219,2036174.47,10,11,False,0.091,none
B-001618,T-00409,V-0305,2126859.84,2,15,True,0.138,none
B-001619,T-00409,V-0129,2358747.9,6,14,False,0.066,none
B-001620,T-00410,V-0299,874765.9,7,8,False,0.006,none
B-001621,T-00410,V-0032,909636.27,6,14,True,0.085,ai_generated_doc
B-001622,T-00410,V-0268,826396.13,5,18,False,0.118,none
B-001623,T-00410,V-0123,881683.96,1,8,False,0.089,none
B-001624,T-00411,V-0063,5363313.54,9,11,False,0.082,none
B-001625,T-00411,V-0467,5179736.42,8,9,False,0.123,none
B-001626,T-00411,V-0129,6022873.99,9,18,True,0.104,none
B-001627,T-00411,V-0019,6182477.84,9,8,False,0.047,none
B-001628,T-00411,V-0010,5532381.84,10,9,False,0.047,none
B-001629,T-00412,V-0312,2308188.21,10,17,False,0.123,none
B-001630,T-00412,V-0311,2351277.15,6,17,False,0.079,none
B-001631,T-00412,V-0256,2079179.8,7,18,True,0.034,none
B-001632,T-00412,V-0019,2112758.93,1,11,False,0.069,none
B-001633,T-00413,V-0416,593928.62,9,16,False,0.112,none
B-001634,T-00413,V-0212,608999.22,1,14,True,0.136,none
B-001635,T-00414,V-0110,19331583.29,7,15,True,0.086,none
B-001636,T-00414,V-0248,17712876.66,3,11,False,0.125,none
B-001637,T-00414,V-0146,20929516.09,5,14,False,0.027,none
B-001638,T-00415,V-0342,1963376.54,9,15,True,0.121,none
B-001639,T-00415,V-0302,1987205.33,1,12,False,0.025,none
B-001640,T-00415,V-0304,2069639.94,6,18,False,0.021,none
