payment_id,contract_id,invoice_number,invoice_amount,duplicate_invoice_flag,intermediary_vendor_id,fraud_tag
P-000397,C-00150,INV-C-00150-0,384824.51,False,,product_substitution
P-000398,C-00150,INV-C-00150-1,384824.51,False,,product_substitution
P-000399,C-00151,INV-C-00151-0,1295311.65,False,,none
P-000400,C-00151,INV-C-00151-1,1295311.65,False,,none
P-000401,C-00152,INV-C-00152-0,2430166.98,False,,product_substitution
P-000402,C-00153,INV-C-00153-0,583015.44,False,,product_substitution
P-000403,C-00153,INV-C-00153-1,583015.44,False,,product_substitution
P-000404,C-00153,INV-C-00153-2,583015.44,False,,product_substitution
P-000405,C-00153,INV-C-00153-3,583015.44,False,,product_substitution
P-000406,C-00154,INV-C-00154-0,1383258.53,False,,none
P-000407,C-00154,INV-C-00154-1,1383258.53,False,,none
P-000408,C-00154,INV-C-00154-2,1383258.53,False,,none
P-000409,C-00154,INV-C-00154-3,1383258.53,False,,none
P-000410,C-00155,INV-C-00155-0,752174.22,False,,none
P-000411,C-00156,INV-C-00156-0,1062372.32,False,,none
P-000412,C-00156,INV-C-00156-1,1062372.32,False,,none
P-000413,C-00156,INV-C-00156-2,1062372.32,False,,none
P-000414,C-00157,INV-C-00157-0,1758192.55,False,,none
P-000415,C-00158,INV-C-00158-0,106235194.96,False,,grand_deception
P-000416,C-00159,INV-C-00159-0,1262731.68,False,,none
P-000417,C-00160,INV-C-00160-0,5152965.05,False,,none
P-000418,C-00161,INV-C-00161-0,5326233.13,False,,none
P-000419,C-00162,INV-C-00162-0,143930.95,False,,bid_rigging
P-000420,C-00162,INV-C-00162-1,143930.95,False,,bid_rigging
P-000421,C-00163,INV-C-00163-0,6008485.06,False,,none
P-000422,C-00164,INV-C-00164-0,1317121.06,False,,none
P-000423,C-00164,INV-C-00164-1,1317121.06,False,,none
P-000424,C-00164,INV-C-00164-2,1317121.06,False,,none
P-000425,C-00165,INV-C-00165-0,806988.17,False,,none
P-000426,C-00165,INV-C-00165-1,806988.17,False,,none
P-000427,C-00165,INV-C-00165-2,806988.17,False,,none
P-000428,C-00166,INV-C-00166-0,11129100.69,False,,none
P-000429,C-00167,INV-C-00167-0,653453.51,False,,none
P-000430,C-00167,INV-C-00167-1,653453.51,False,,none
P-000431,C-00167,INV-C-00167-2,653453.51,False,,none
P-000432,C-00168,INV-C-00168-0,4246167.92,False,,none
P-000433,C-00168,INV-C-00168-1,4246167.92,False,,none
P-000434,C-00168,INV-C-00168-2,4246167.92,False,,none
P-000435,C-00169,INV-C-00169-0,1031102.65,False,,none
P-000436,C-00169,INV-C-00169-1,1031102.65,False,,none
P-000437,C-00170,INV-C-00170-0,8373444.37,False,,none
P-000438,C-00170,INV-C-00170-1,8373444.37,False,,none
P-000439,C-00171,INV-C-00171-0,1668193.4,False,,grand_deception
P-000440,C-00171,INV-C-00171-1,1668193.4,False,,grand_deception
P-000441,C-00171,INV-C-00171-2,1668193.4,False,,grand_deception
P-000442,C-00171,INV-C-00171-3,1668193.4,False,,grand_deception
P-000443,C-00172,INV-C-00172-0,245016.51,False,,ai_generated_doc
P-000444,C-00172,INV-C-00172-1,245016.51,False,,ai_generated_doc
P-000445,C-00172,INV-C-00172-2,245016.51,False,,ai_generated_doc
P-000446,C-00173,INV-C-00173-0,200519.07,False,,none
P-000447,C-00173,INV-C-00173-1,200519.07,False,,none
P-000448,C-00173,INV-C-00173-2,200519.07,False,,none
P-000449,C-00173,INV-C-00173-3,200519.07,False,,none
P-000450,C-00174,INV-C-00174-0,3362907.15,False,,grand_deception
P-000451,C-00174,INV-C-00174-1,3362907.15,False,,grand_deception
P-000452,C-00175,INV-C-00175-0,919759.25,False,,none
P-000453,C-00176,INV-C-00176-0,1623643.1,False,,none
P-000454,C-00176,INV-C-00176-1,1623643.1,False,,none
P-000455,C-00176,INV-C-00176-2,1623643.1,False,,none
P-000456,C-00177,INV-C-00177-0,1295050.61,False,,none
P-000457,C-00178,INV-C-00178-0,1025320.62,False,,none
P-000458,C-00179,INV-C-00179-0,2694562.83,False,,none
P-000459,C-00180,INV-C-00180-0,347058.99,False,,none
P-000460,C-00180,INV-C-00180-1,347058.99,False,,none
P-000461,C-00180,INV-C-00180-2,347058.99,False,,none
P-000462,C-00180,INV-C-00180-3,347058.99,False,,none
P-000463,C-00181,INV-C-00181-0,4013279.72,False,,none
P-000464,C-00182,INV-C-00182-0,1251104.93,False,,price_inflation
P-000465,C-00182,INV-C-00182-1,1251104.93,False,,price_inflation
P-000466,C-00182,INV-C-00182-2,1251104.93,False,,price_inflation
P-000467,C-00182,INV-C-00182-3,1251104.93,False,,price_inflation
P-000468,C-00183,INV-C-00183-0,103682.34,False,,none
P-000469,C-00183,INV-C-00183-1,103682.34,False,,none
P-000470,C-00183,INV-C-00183-2,103682.34,False,,none
P-000471,C-00184,INV-C-00184-0,397799.76,False,,none
P-000472,C-00184,INV-C-00184-1,397799.76,False,,none
P-000473,C-00184,INV-C-00184-2,397799.76,False,,none
P-000474,C-00184,INV-C-00184-3,397799.76,False,,none
P-000475,C-00185,INV-C-00185-0,3122883.82,False,,grand_deception
P-000476,C-00186,INV-C-00186-0,400401.03,False,,none
P-000477,C-00186,INV-C-00186-1,400401.03,False,,none
P-000478,C-00186,INV-C-00186-2,400401.03,False,,none
P-000479,C-00187,INV-C-00187-0,12802079.31,False,,none
P-000480,C-00188,INV-C-00188-0,341652.18,False,,none
P-000481,C-00188,INV-C-00188-1,341652.18,False,,none
P-000482,C-00188,INV-C-00188-2,341652.18,False,,none
P-000483,C-00189,INV-C-00189-0,155023.1,False,,none
P-000484,C-00189,INV-C-00189-1,155023.1,False,,none
P-000485,C-00189,INV-C-00189-2,155023.1,False,,none
P-000486,C-00189,INV-C-00189-3,155023.1,False,,none
P-000487,C-00190,INV-C-00190-0,404855.52,False,,none
P-000488,C-00190,INV-C-00190-1,404855.52,False,,none
P-000489,C-00191,INV-C-00191-0,2355517.8,False,,none
P-000490,C-00192,INV-C-00192-0,3479231.08,False,,price_inflation
P-000491,C-00192,INV-C-00192-1,3479231.08,False,,price_inflation
P-000492,C-00192,INV-C-00192-2,3479231.08,False,,price_inflation
P-000493,C-00192,INV-C-00192-3,3479231.08,False,,price_inflation
P-000494,C-00193,INV-C-00193-0,745223.25,False,,price_inflation
P-000495,C-00193,INV-C-00193-1,745223.25,False,,price_inflation
P-000496,C-00193,INV-C-00193-2,745223.25,False,,price_inflation
P-000497,C-00193,INV-C-00193-3,745223.25,False,,price_inflation
P-000498,C-00194,INV-C-00194-0,584518.77,False,,none
P-000499,C-00194,INV-C-00194-1,584518.77,False,,none
P-000500,C-00194,INV-C-00194-2,584518.77,False,,none
P-000501,C-00194,INV-C-00194-3,584518.77,False,,none
P-000502,C-00195,INV-C-00195-0,4619645.99,False,,none
P-000503,C-00195,INV-C-00195-1,4619645.99,False,,none
P-000504,C-00195,INV-C-00195-2,4619645.99,False,,none
P-000505,C-00195,INV-C-00195-3,4619645.99,False,,none
P-000506,C-00196,INV-C-00196-0,314462.28,False,,none
P-000507,C-00196,INV-C-00196-1,314462.28,False,,none
P-000508,C-00197,INV-C-00197-0,315966.98,False,,none
P-000509,C-00197,INV-C-00197-1,315966.98,False,,none
P-000510,C-00197,INV-C-00197-2,315966.98,False,,none
P-000511,C-00197,INV-C-00197-3,315966.98,False,,none
P-000512,C-00198,INV-C-00198-0,6601381.59,False,,none
P-000513,C-00198,INV-C-00198-1,6601381.59,False,,none
P-000514,C-00198,INV-C-00198-2,6601381.59,False,,none
P-000515,C-00198,INV-C-00198-3,6601381.59,False,,none
P-000516,C-00199,INV-C-00199-0,313645.28,False,,none
P-000517,C-00199,INV-C-00199-1,313645.28,False,,none
P-000518,C-00200,INV-C-00200-0,1305271.83,False,,none
P-000519,C-00201,INV-C-00201-0,1316411.32,False,,none
P-000520,C-00201,INV-C-00201-1,1316411.32,False,,none
P-000521,C-00201,INV-C-00201-2,1316411.32,False,,none
P-000522,C-00201,INV-C-00201-3,1316411.32,False,,none
P-000523,C-00202,INV-C-00202-0,813632.92,False,,none
P-000524,C-00203,INV-C-00203-0,590760.96,False,,none
P-000525,C-00204,INV-C-00204-0,639829.62,False,,none
P-000526,C-00204,INV-C-00204-1,639829.62,False,,none
P-000527,C-00205,INV-C-00205-0,1605841.9,False,,none
P-000528,C-00205,INV-C-00205-1,1605841.9,False,,none
P-000529,C-00206,INV-C-00206-0,437362.66,False,,none
P-000530,C-00206,INV-C-00206-1,437362.66,False,,none
P-000531,C-00206,INV-C-00206-2,437362.66,False,,none
P-000532,C-00206,INV-C-00206-3,437362.66,False,,none
P-000533,C-00207,INV-C-00207-0,394387.39,False,,price_inflation
P-000534,C-00207,INV-C-00207-1,394387.39,False,,price_inflation
P-000535,C-00208,INV-C-00208-0,404965.54,False,,none
P-000536,C-00208,INV-C-00208-1,404965.54,False,,none
P-000537,C-00208,INV-C-00208-2,404965.54,False,,none
P-000538,C-00208,INV-C-00208-3,404965.54,False,,none
P-000539,C-00209,INV-C-00209-0,356672.77,False,,none
P-000540,C-00209,INV-C-00209-1,356672.77,False,,none
P-000541,C-00209,INV-C-00209-2,356672.77,False,,none
P-000542,C-00210,INV-C-00210-0,655558.2,False,,none
P-000543,C-00210,INV-C-00210-1,655558.2,False,,none
P-000544,C-00211,INV-C-00211-0,9927260.7,False,,bid_suppression
P-000545,C-00211,INV-C-00211-1,9927260.7,False,,bid_suppression
P-000546,C-00212,INV-C-00212-0,4029360.1,False,,bid_rigging
P-000547,C-00213,INV-C-00213-0,1956867.89,False,,none
P-000548,C-00213,INV-C-00213-1,1956867.89,False,,none
P-000549,C-00213,INV-C-00213-2,1956867.89,False,,none
P-000550,C-00214,INV-C-00214-0,132058.14,False,,ai_generated_doc
P-000551,C-00214,INV-C-00214-1,132058.14,False,,ai_generated_doc
P-000552,C-00214,INV-C-00214-2,132058.14,False,,ai_generated_doc
P-000553,C-00214,INV-C-00214-3,132058.14,False,,ai_generated_doc
P-000554,C-00215,INV-C-00215-0,108512.82,False,,shell_company
P-000555,C-00215,INV-C-00215-1,108512.82,False,,shell_company
P-000556,C-00215,INV-C-00215-2,108512.82,False,,shell_company
P-000557,C-00215,INV-C-00215-3,108512.82,False,,shell_company
P-000558,C-00216,INV-C-00216-0,519578.94,False,,none
P-000559,C-00216,INV-C-00216-1,519578.94,False,,none
P-000560,C-00217,INV-C-00217-0,7999114.72,False,,none
P-000561,C-00217,INV-C-00217-1,7999114.72,False,,none
P-000562,C-00217,INV-C-00217-2,7999114.72,False,,none
P-000563,C-00218,INV-C-00218-0,885361.57,False,,none
P-000564,C-00218,INV-C-00218-1,885361.57,False,,none
P-000565,C-00218,INV-C-00218-2,885361.57,False,,none
P-000566,C-00219,INV-C-00219-0,3474737.23,False,,none
P-000567,C-00219,INV-C-00219-1,3474737.23,False,,none
P-000568,C-00219,INV-C-00219-2,3474737.23,False,,none
P-000569,C-00219,INV-C-00219-3,3474737.23,False,,none
P-000570,C-00220,INV-C-00220-0,201656.31,False,,none
P-000571,C-00221,INV-C-00221-0,847963.87,False,,none
P-000572,C-00221,INV-C-00221-1,847963.87,False,,none
P-000573,C-00221,INV-C-00221-2,847963.87,False,,none
P-000574,C-00222,INV-C-00222-0,367602.53,False,,none
P-000575,C-00222,INV-C-00222-1,367602.53,False,,none
P-000576,C-00222,INV-C-00222-2,367602.53,False,,none
P-000577,C-00223,INV-C-00223-0,338217.54,False,,none
P-000578,C-00223,INV-C-00223-1,338217.54,False,,none
P-000579,C-00223,INV-C-00223-2,338217.54,False,,none
P-000580,C-00223,INV-C-00223-3,338217.54,False,,none
P-000581,C-00224,INV-C-00224-0,6455484.36,False,,none
P-000582,C-00224,INV-C-00224-1,6455484.36,False,,none
P-000583,C-00225,INV-C-00225-0,5054153.04,False,,none
P-000584,C-00225,INV-C-00225-1,5054153.04,False,,none
P-000585,C-00226,INV-C-00226-0,740566.05,False,,none
P-000586,C-00226,INV-C-00226-1,740566.05,False,,none
P-000587,C-00226,INV-C-00226-2,740566.05,False,,none
P-000588,C-00226,INV-C-00226-3,740566.05,False,,none
P-000589,C-00227,INV-C-00227-0,695024.41,False,,none
P-000590,C-00227,INV-C-00227-1,695024.41,False,,none
P-000591,C-00227,INV-C-00227-2,695024.41,False,,none
P-000592,C-00227,INV-C-00227-3,695024.41,False,,none
P-000593,C-00228,INV-C-00228-0,325706.93,False,,none
P-000594,C-00229,INV-C-00229-0,8589811.06,False,,none
P-000595,C-00230,INV-C-00230-0,790049.08,False,,none
P-000596,C-00231,INV-C-00231-0,2534426.4,False,,none
P-000597,C-00231,INV-C-00231-1,2534426.4,False,,none
P-000598,C-00231,INV-C-00231-2,2534426.4,False,,none
P-000599,C-00232,INV-C-00232-0,382954.14,False,,none
P-000600,C-00232,INV-C-00232-1,382954.14,False,,none
P-000601,C-00232,INV-C-00232-2,382954.14,False,,none
P-000602,C-00233,INV-C-00233-0,5134506.09,False,,none
P-000603,C-00234,INV-C-00234-0,1751275.12,False,,none
P-000604,C-00234,INV-C-00234-1,1751275.12,False,,none
P-000605,C-00234,INV-C-00234-2,1751275.12,False,,none
P-000606,C-00234,INV-C-00234-3,1751275.12,False,,none
P-000607,C-00235,INV-C-00235-0,3248609.48,False,,none
P-000608,C-00235,INV-C-00235-1,3248609.48,False,,none
P-000609,C-00235,INV-C-00235-2,3248609.48,False,,none
P-000610,C-00235,INV-C-00235-3,3248609.48,False,,none
P-000611,C-00236,INV-C-00236-0,131054.76,False,,none
P-000612,C-00236,INV-C-00236-1,131054.76,False,,none
P-000613,C-00237,INV-C-00237-0,6937252.38,False,,none
P-000614,C-00237,INV-C-00237-1,6937252.38,False,,none
P-000615,C-00238,INV-C-00238-0,209272.64,False,,none
P-000616,C-00238,INV-C-00238-1,209272.64,False,,none
P-000617,C-00238,INV-C-00238-2,209272.64,False,,none
P-000618,C-00238,INV-C-00238-3,209272.64,False,,none
P-000619,C-00239,INV-C-00239-0,1160639.24,False,,none
P-000620,C-00240,INV-C-00240-0,695802.75,False,,none
P-000621,C-00240,INV-C-00240-1,695802.75,False,,none
P-000622,C-00240,INV-C-00240-2,695802.75,False,,none
P-000623,C-00240,INV-C-00240-3,695802.75,False,,none
P-000624,C-00241,INV-C-00241-0,344318.17,False,,conflict_of_interest
P-000625,C-00241,INV-C-00241-1,344318.17,False,,conflict_of_interest
P-000626,C-00241,INV-C-00241-2,344318.17,False,,conflict_of_interest
P-000627,C-00242,INV-C-00242-0,388429.47,False,,none
P-000628,C-00242,INV-C-00242-1,388429.47,False,,none
P-000629,C-00242,INV-C-00242-2,388429.47,False,,none
P-000630,C-00242,INV-C-00242-3,388429.47,False,,none
P-000631,C-00243,INV-C-00243-0,512592.37,False,,conflict_of_interest
P-000632,C-00243,INV-C-00243-1,512592.37,False,,conflict_of_interest
P-000633,C-00243,INV-C-00243-2,512592.37,False,,conflict_of_interest
P-000634,C-00243,INV-C-00243-3,512592.37,False,,conflict_of_interest
P-000635,C-00244,INV-C-00244-0,15048986.46,False,,none
P-000636,C-00245,INV-C-00245-0,24036324.44,False,,none
P-000637,C-00246,INV-C-00246-0,916584.37,False,,none
P-000638,C-00246,INV-C-00246-1,916584.37,False,,none
P-000639,C-00246,INV-C-00246-2,916584.37,False,,none
P-000640,C-00247,INV-C-00247-0,1482133.62,False,,none
P-000641,C-00247,INV-C-00247-1,1482133.62,False,,none
P-000642,C-00247,INV-C-00247-2,1482133.62,False,,none
P-000643,C-00247,INV-C-00247-3,1482133.62,False,,none
P-000644,C-00248,INV-C-00248-0,13471701.99,False,,none
P-000645,C-00248,INV-C-00248-1,13471701.99,False,,none
P-000646,C-00249,INV-C-00249-0,3781293.81,False,,none
P-000647,C-00249,INV-C-00249-1,3781293.81,False,,none
P-000648,C-00249,INV-C-00249-2,3781293.81,False,,none
P-000649,C-00250,INV-C-00250-0,230313.05,False,,conflict_of_interest
P-000650,C-00250,INV-C-00250-1,230313.05,False,,conflict_of_interest
P-000651,C-00250,INV-C-00250-2,230313.05,False,,conflict_of_interest
P-000652,C-00250,INV-C-00250-3,230313.05,False,,conflict_of_interest
P-000653,C-00251,INV-C-00251-0,1277838.98,False,,none
P-000654,C-00251,INV-C-00251-1,1277838.98,False,,none
P-000655,C-00251,INV-C-00251-2,1277838.98,False,,none
P-000656,C-00251,INV-C-00251-3,1277838.98,False,,none
P-000657,C-00252,INV-C-00252-0,551565.49,False,,ai_generated_doc
P-000658,C-00252,INV-C-00252-1,551565.49,False,,ai_generated_doc
P-000659,C-00252,INV-C-00252-2,551565.49,False,,ai_generated_doc
P-000660,C-00253,INV-C-00253-0,148836.58,False,,bid_rigging
P-000661,C-00253,INV-C-00253-1,148836.58,False,,bid_rigging
P-000662,C-00254,INV-C-00254-0,567562.7,False,,none
P-000663,C-00254,INV-C-00254-1,567562.7,False,,none
P-000664,C-00255,INV-C-00255-0,592550.06,False,,none
P-000665,C-00255,INV-C-00255-1,592550.06,False,,none
P-000666,C-00255,INV-C-00255-2,592550.06,False,,none
P-000667,C-00255,INV-C-00255-3,592550.06,False,,none
P-000668,C-00256,INV-C-00256-0,345165.67,False,,none
P-000669,C-00256,INV-C-00256-1,345165.67,False,,none
P-000670,C-00256,INV-C-00256-2,345165.67,False,,none
P-000671,C-00257,INV-C-00257-0,1502103.94,False,,none
P-000672,C-00257,INV-C-00257-1,1502103.94,False,,none
P-000673,C-00257,INV-C-00257-2,1502103.94,False,,none
P-000674,C-00258,INV-C-00258-0,159739.18,False,,none
P-000675,C-00258,INV-C-00258-1,159739.18,False,,none
P-000676,C-00258,INV-C-00258-2,159739.18,False,,none
P-000677,C-00258,INV-C-00258-3,159739.18,False,,none
P-000678,C-00259,INV-C-00259-0,3166900.13,False,,none
P-000679,C-00260,INV-C-00260-0,1097301.72,False,,none
P-000680,C-00260,INV-C-00260-1,1097301.72,False,,none
P-000681,C-00261,INV-C-00261-0,2161030.86,False,,conflict_of_interest
P-000682,C-00261,INV-C-00261-1,2161030.86,False,,conflict_of_interest
P-000683,C-00261,INV-C-00261-2,2161030.86,False,,conflict_of_interest
P-000684,C-00261,INV-C-00261-3,2161030.86,False,,conflict_of_interest
P-000685,C-00262,INV-C-00262-0,379691.73,False,,none
P-000686,C-00262,INV-C-00262-1,379691.73,False,,none
P-000687,C-00263,INV-C-00263-0,1754370.98,False,,none
P-000688,C-00263,INV-C-00263-1,1754370.98,False,,none
P-000689,C-00264,INV-C-00264-0,1190573.31,False,,none
P-000690,C-00264,INV-C-00264-1,1190573.31,False,,none
P-000691,C-00264,INV-C-00264-2,1190573.31,False,,none
P-000692,C-00264,INV-C-00264-3,1190573.31,False,,none
P-000693,C-00265,INV-C-00265-0,5640466.92,False,,none
P-000694,C-00265,INV-C-00265-1,5640466.92,False,,none
P-000695,C-00265,INV-C-00265-2,5640466.92,False,,none
P-000696,C-00265,INV-C-00265-3,5640466.92,False,,none
P-000697,C-00266,INV-C-00266-0,300600.0,False,,none
P-000698,C-00266,INV-C-00266-1,300600.0,False,,none
P-000699,C-00266,INV-C-00266-2,300600.0,False,,none
P-000700,C-00266,INV-C-00266-3,300600.0,False,,none
P-000701,C-00267,INV-C-00267-0,433199.1,False,,none
P-000702,C-00267,INV-C-00267-1,433199.1,False,,none
P-000703,C-00267,INV-C-00267-2,433199.1,False,,none
P-000704,C-00267,INV-C-00267-3,433199.1,False,,none
P-000705,C-00268,INV-C-00268-0,99259.75,False,,bid_rigging
P-000706,C-00268,INV-C-00268-1,99259.75,False,,bid_rigging
P-000707,C-00268,INV-C-00268-2,99259.75,False,,bid_rigging
P-000708,C-00269,INV-C-00269-0,275089.86,False,,none
P-000709,C-00269,INV-C-00269-1,275089.86,False,,none
P-000710,C-00269,INV-C-00269-2,275089.86,False,,none
P-000711,C-00269,INV-C-00269-3,275089.86,False,,none
P-000712,C-00270,INV-C-00270-0,2603299.55,False,,none
P-000713,C-00270,INV-C-00270-1,2603299.55,False,,none
P-000714,C-00270,INV-C-00270-2,2603299.55,False,,none
P-000715,C-00271,INV-C-00271-0,1417910.05,False,,none
P-000716,C-00271,INV-C-00271-1,1417910.05,False,,none
P-000717,C-00271,INV-C-00271-2,1417910.05,False,,none
P-000718,C-00272,INV-C-00272-0,909452.83,False,,none
P-000719,C-00272,INV-C-00272-1,909452.83,False,,none
P-000720,C-00272,INV-C-00272-2,909452.83,False,,none
P-000721,C-00272,INV-C-00272-3,909452.83,False,,none
P-000722,C-00273,INV-C-00273-0,635488.12,False,,none
P-000723,C-00273,INV-C-00273-1,635488.12,False,,none
P-000724,C-00273,INV-C-00273-2,635488.12,False,,none
P-000725,C-00273,INV-C-00273-3,635488.12,False,,none
P-000726,C-00274,INV-C-00274-0,869446.33,False,,none
P-000727,C-00274,INV-C-00274-1,869446.33,False,,none
P-000728,C-00274,INV-C-00274-2,869446.33,False,,none
P-000729,C-00274,INV-C-00274-3,869446.33,False,,none
P-000730,C-00275,INV-C-00275-0,348581.26,False,,bid_rigging
P-000731,C-00275,INV-C-00275-1,348581.26,False,,bid_rigging
P-000732,C-00275,INV-C-00275-2,348581.26,False,,bid_rigging
P-000733,C-00276,INV-C-00276-0,675961.52,False,,none
P-000734,C-00276,INV-C-00276-1,675961.52,False,,none
P-000735,C-00276,INV-C-00276-2,675961.52,False,,none
P-000736,C-00277,INV-C-00277-0,221349.45,False,,none
P-000737,C-00277,INV-C-00277-1,221349.45,False,,none
P-000738,C-00277,INV-C-00277-2,221349.45,False,,none
P-000739,C-00277,INV-C-00277-3,221349.45,False,,none
P-000740,C-00278,INV-C-00278-0,4258837.51,False,,none
P-000741,C-00279,INV-C-00279-0,166918.74,False,,none
P-000742,C-00279,INV-C-00279-1,166918.74,False,,none
P-000743,C-00279,INV-C-00279-2,166918.74,False,,none
P-000744,C-00280,INV-C-00280-0,1214153.1,False,,none
P-000745,C-00280,INV-C-00280-1,1214153.1,False,,none
P-000746,C-00280,INV-C-00280-2,1214153.1,False,,none
P-000747,C-00281,INV-C-00281-0,2328506.91,False,,none
P-000748,C-00281,INV-C-00281-1,2328506.91,False,,none
P-000749,C-00282,INV-C-00282-0,4146921.03,False,,none
P-000750,C-00282,INV-C-00282-1,4146921.03,False,,none
P-000751,C-00282,INV-C-00282-2,4146921.03,False,,none
P-000752,C-00283,INV-C-00283-0,3517407.12,False,,none
P-000753,C-00283,INV-C-00283-1,3517407.12,False,,none
P-000754,C-00283,INV-C-00283-2,3517407.12,False,,none
P-000755,C-00283,INV-C-00283-3,3517407.12,False,,none
P-000756,C-00284,INV-C-00284-0,332067.96,False,,none
P-000757,C-00284,INV-C-00284-1,332067.96,False,,none
P-000758,C-00284,INV-C-00284-2,332067.96,False,,none
P-000759,C-00285,INV-C-00285-0,1071328.73,False,,none
P-000760,C-00285,INV-C-00285-1,1071328.73,False,,none
P-000761,C-00285,INV-C-00285-2,1071328.73,False,,none
P-000762,C-00286,INV-C-00286-0,2507841.21,False,,none
P-000763,C-00287,INV-C-00287-0,117748.63,False,,none
P-000764,C-00287,INV-C-00287-1,117748.63,False,,none
P-000765,C-00288,INV-C-00288-0,3116542.8,False,,none
P-000766,C-00288,INV-C-00288-1,3116542.8,False,,none
P-000767,C-00288,INV-C-00288-2,3116542.8,False,,none
P-000768,C-00289,INV-C-00289-0,342226.03,False,,none
P-000769,C-00290,INV-C-00290-0,77057.15,False,,bid_rigging
P-000770,C-00290,INV-C-00290-1,77057.15,False,,bid_rigging
P-000771,C-00290,INV-C-00290-2,77057.15,False,,bid_rigging
P-000772,C-00291,INV-C-00291-0,2969636.25,False,,none
P-000773,C-00291,INV-C-00291-1,2969636.25,False,,none
P-000774,C-00292,INV-C-00292-0,185551.35,False,,none
P-000775,C-00292,INV-C-00292-1,185551.35,False,,none
P-000776,C-00292,INV-C-00292-2,185551.35,False,,none
P-000777,C-00292,INV-C-00292-3,185551.35,False,,none
P-000778,C-00293,INV-C-00293-0,1110656.21,False,,none
P-000779,C-00293,INV-C-00293-1,1110656.21,False,,none
P-000780,C-00293,INV-C-00293-2,1110656.21,False,,none
P-000781,C-00293,INV-C-00293-3,1110656.21,False,,none
P-000782,C-00294,INV-C-00294-0,660319.3,False,,none
P-000783,C-00294,INV-C-00294-1,660319.3,False,,none
P-000784,C-00295,INV-C-00295-0,18498600.58,False,,none
P-000785,C-00296,INV-C-00296-0,1335653.69,False,,none
P-000786,C-00296,INV-C-00296-1,1335653.69,False,,none
P-000787,C-00296,INV-C-00296-2,1335653.69,False,,none
P-000788,C-00297,INV-C-00297-0,6361782.74,False,,shell_company
P-000789,C-00297,INV-C-00297-1,6361782.74,False,,shell_company
P-000790,C-00297,INV-C-00297-2,6361782.74,False,,shell_company
P-000791,C-00297,INV-C-00297-3,6361782.74,False,,shell_company
P-000792,C-00298,INV-C-00298-0,1202983.71,False,,none
P-000793,C-00298,INV-C-00298-1,1202983.71,False,,none
P-000794,C-00298,INV-C-00298-2,1202983.71,False,,none
P-000795,C-00299,INV-C-00299-0,320963.38,False,,ai_generated_doc
P-000796,C-00299,INV-C-00299-1,320963.38,False,,ai_generated_doc
P-000797,C-00300,INV-C-00300-0,5129418.25,False,,none
P-000798,C-00300,INV-C-00300-1,5129418.25,False,,none
P-000799,C-00300,INV-C-00300-2,5129418.25,False,,none
P-000800,C-00301,INV-C-00301-0,637286.91,False,,none
P-000801,C-00301,INV-C-00301-1,637286.91,False,,none
P-000802,C-00301,INV-C-00301-2,637286.91,False,,none
P-000803,C-00302,INV-C-00302-0,4820000.06,False,,none
P-000804,C-00303,INV-C-00303-0,650410.85,False,,none
P-000805,C-00303,INV-C-00303-1,650410.85,False,,none
P-000806,C-00304,INV-C-00304-0,307488.24,False,,none
P-000807,C-00304,INV-C-00304-1,307488.24,False,,none
P-000808,C-00304,INV-C-00304-2,307488.24,False,,none
P-000809,C-00304,INV-C-00304-3,307488.24,False,,none
P-000810,C-00305,INV-C-00305-0,11067965.28,False,,bid_rigging
P-000811,C-00305,INV-C-00305-1,11067965.28,False,,bid_rigging
P-000812,C-00305,INV-C-00305-2,11067965.28,False,,bid_rigging
P-000813,C-00306,INV-C-00306-0,1279008.81,False,,none
P-000814,C-00306,INV-C-00306-1,1279008.81,False,,none
P-000815,C-00306,INV-C-00306-2,1279008.81,False,,none
P-000816,C-00307,INV-C-00307-0,5052937.29,False,,none
P-000817,C-00308,INV-C-00308-0,180518.16,False,,none
P-000818,C-00308,INV-C-00308-1,180518.16,False,,none
P-000819,C-00308,INV-C-00308-2,180518.16,False,,none
P-000820,C-00308,INV-C-00308-3,180518.16,False,,none
P-000821,C-00309,INV-C-00309-0,3547827.64,False,,none
P-000822,C-00310,INV-C-00310-0,1513073.97,False,,none
P-000823,C-00310,INV-C-00310-1,1513073.97,False,,none
P-000824,C-00310,INV-C-00310-2,1513073.97,False,,none
P-000825,C-00311,INV-C-00311-0,2427471.16,False,,none
P-000826,C-00311,INV-C-00311-1,2427471.16,False,,none
P-000827,C-00312,INV-C-00312-0,3694459.13,False,,none
P-000828,C-00312,INV-C-00312-1,3694459.13,False,,none
P-000829,C-00313,INV-C-00313-0,1712702.73,False,,none
P-000830,C-00313,INV-C-00313-1,1712702.73,False,,none
P-000831,C-00314,INV-C-00314-0,364386.63,False,,ai_generated_doc
P-000832,C-00314,INV-C-00314-1,364386.63,False,,ai_generated_doc
P-000833,C-00314,INV-C-00314-2,364386.63,False,,ai_generated_doc
P-000834,C-00315,INV-C-00315-0,363767.6,False,,none
P-000835,C-00315,INV-C-00315-1,363767.6,False,,none
P-000836,C-00315,INV-C-00315-2,363767.6,False,,none
P-000837,C-00315,INV-C-00315-3,363767.6,False,,none
P-000838,C-00316,INV-C-00316-0,148234.88,False,,shell_company
P-000839,C-00316,INV-C-00316-1,148234.88,False,,shell_company
