tender_id,category,department_id,estimated_value,published_date,submission_deadline_days,is_emergency_procurement,split_parent_tender_id
T-00371,Catering,DEPT-008,1826056.07,2024-11-28,11,False,
T-00372,Road Maintenance,DEPT-017,15001403.07,2024-04-29,12,False,
T-00373,Catering,DEPT-025,861617.69,2023-07-15,30,False,
T-00374,Catering,DEPT-019,977811.03,2023-09-13,12,False,
T-00375,Construction,DEPT-002,37996766.91,2025-02-11,20,False,
T-00376,IT Services,DEPT-005,1480805.8,2023-05-07,24,False,
T-00377,Construction,DEPT-010,24276733.62,2025-06-03,12,False,
T-00378,IT Services,DEPT-022,4195342.83,2023-04-25,27,False,
T-00379,Construction,DEPT-010,25235260.95,2025-02-20,22,False,
T-00380,IT Services,DEPT-020,439448.42,2025-04-21,17,False,
T-00381,Construction,DEPT-015,35140708.54,2025-02-25,24,False,
T-00382,Security Services,DEPT-020,3755625.82,2023-07-27,20,False,
T-00383,Construction,DEPT-015,23475060.98,2025-11-25,20,False,
T-00384,Office Equipment,DEPT-004,1060143.69,2023-07-30,10,False,
T-00385,IT Services,DEPT-019,7403245.24,2024-02-01,28,False,
T-00386,Medical Supplies,DEPT-021,4287346.01,2025-11-08,18,False,
T-00387,Road Maintenance,DEPT-014,4660937.03,2025-09-12,29,False,
T-00388,Catering,DEPT-006,1194947.88,2024-05-12,14,False,
T-00389,Construction,DEPT-002,25055171.76,2023-09-19,19,False,
T-00390,Security Services,DEPT-017,1926870.42,2025-01-02,19,False,
T-00391,Medical Supplies,DEPT-005,4458198.78,2025-08-19,19,False,
T-00392,Road Maintenance,DEPT-010,23424808.35,2025-01-25,10,False,
T-00393,Medical Supplies,DEPT-002,5564575.8,2024-05-01,26,False,
T-00394,Construction,DEPT-014,19131896.11,2024-12-05,16,False,
T-00395,Office Equipment,DEPT-021,214195.17,2024-02-17,12,False,
T-00396,Road Maintenance,DEPT-007,24636188.78,2025-09-01,24,False,
T-00397,Road Maintenance,DEPT-019,21133554.07,2026-03-05,20,False,
T-00398,Consulting,DEPT-014,798380.87,2024-11-04,15,False,
T-00399,IT Services,DEPT-015,7390482.5,2023-03-28,25,False,
T-00400,Office Equipment,DEPT-001,1311349.72,2024-04-01,17,False,
T-00401,Catering,DEPT-020,1085792.31,2024-03-12,17,False,
T-00402,Catering,DEPT-024,1223423.33,2024-11-09,22,False,
T-00403,Office Equipment,DEPT-013,628553.92,2024-01-13,10,False,
T-00404,Road Maintenance,DEPT-001,2314279.33,2023-06-01,21,False,
T-00405,Construction,DEPT-018,14737495.18,2023-08-24,14,False,
T-00406,Consulting,DEPT-015,4053696.55,2024-02-03,30,False,
T-00407,Road Maintenance,DEPT-002,1111168.55,2023-03-02,16,False,
T-00408,Office Equipment,DEPT-010,533573.8,2023-12-23,17,False,
T-00409,Consulting,DEPT-024,2111209.73,2023-12-23,20,False,
T-00410,Office Equipment,DEPT-006,829223.62,2024-02-06,10,False,
T-00411,Medical Supplies,DEPT-009,5531155.36,2023-07-27,10,False,
T-00412,Medical Supplies,DEPT-013,2176124.07,2023-08-16,20,False,
T-00413,Office Equipment,DEPT-010,553082.14,2025-07-23,17,False,
T-00414,Road Maintenance,DEPT-012,18700029.95,2023-12-17,26,False,
T-00415,Security Services,DEPT-023,2027984.59,2023-05-14,13,False,
T-00416,Medical Supplies,DEPT-005,1463938.21,2024-01-24,16,False,
T-00417,Security Services,DEPT-023,2028782.26,2025-02-05,20,False,
T-00418,Security Services,DEPT-021,907085.27,2024-05-15,11,False,
T-00419,Office Equipment,DEPT-018,305761.13,2024-08-25,14,False,
T-00420,Road Maintenance,DEPT-008,12960826.55,2023-04-20,30,False,
T-00421,Consulting,DEPT-005,2210842.16,2025-11-06,28,False,
T-00422,Catering,DEPT-007,1838207.21,2023-06-16,25,False,
T-00423,IT Services,DEPT-006,3090433.02,2025-11-07,22,False,
T-00424,Road Maintenance,DEPT-016,14934120.41,2025-11-28,24,False,
T-00425,Medical Supplies,DEPT-011,3848746.08,2025-02-04,26,False,
T-00426,Catering,DEPT-023,124879.47,2025-10-10,25,False,
T-00427,Consulting,DEPT-019,3384979.39,2025-04-01,30,False,
T-00428,Construction,DEPT-007,8765366.74,2024-03-25,16,False,
T-00429,Catering,DEPT-008,1926033.6,2025-03-21,16,False,
T-00430,Consulting,DEPT-014,913581.09,2025-02-11,28,False,
T-00431,Medical Supplies,DEPT-012,2575551.12,2024-06-05,27,False,
T-00432,IT Services,DEPT-005,957192.44,2023-06-22,19,False,
T-00433,Catering,DEPT-017,1994061.08,2024-12-21,17,False,
T-00434,Construction,DEPT-015,21083410.39,2025-11-15,29,False,
T-00435,Road Maintenance,DEPT-014,15289240.42,2025-07-12,24,False,
T-00436,Security Services,DEPT-014,641475.32,2025-01-22,25,False,
T-00437,Road Maintenance,DEPT-009,18999051.29,2025-02-22,10,False,
T-00438,Medical Supplies,DEPT-015,1377947.72,2024-04-23,18,False,
T-00439,IT Services,DEPT-012,7215018.03,2023-06-18,19,False,
T-00440,IT Services,DEPT-009,1879575.23,2024-04-11,13,False,
T-00441,IT Services,DEPT-003,1768295.45,2025-01-07,11,False,
T-00442,Office Equipment,DEPT-011,102997.02,2024-02-07,20,False,
T-00443,Consulting,DEPT-010,2465921.34,2024-07-16,16,False,
T-00444,Medical Supplies,DEPT-025,3454320.63,2026-01-17,18,False,
T-00445,Construction,DEPT-025,4496928.3,2024-09-05,19,False,
T-00446,Road Maintenance,DEPT-013,19612662.8,2025-04-10,28,False,
T-00447,Construction,DEPT-016,19224975.72,2025-11-15,14,False,
T-00448,Security Services,DEPT-008,2287804.97,2024-04-09,16,False,
T-00449,Catering,DEPT-008,937449.22,2025-11-22,28,False,
T-00450,Catering,DEPT-024,861449.82,2025-08-02,20,False,
T-00451,IT Services,DEPT-011,4609230.55,2024-01-20,23,False,
T-00452,Security Services,DEPT-007,958864.89,2025-06-17,24,False,
T-00453,Construction,DEPT-012,8913268.96,2023-10-12,28,False,
T-00454,Medical Supplies,DEPT-010,5191445.88,2023-01-20,25,False,
T-00455,Road Maintenance,DEPT-011,23706771.09,2024-04-06,23,False,
T-00456,Security Services,DEPT-022,1743913.54,2025-04-06,27,False,
T-00457,Consulting,DEPT-011,1499574.43,2026-04-17,10,False,
T-00458,Construction,DEPT-005,26471982.64,2023-11-11,20,False,
T-00459,Security Services,DEPT-013,1871443.02,2024-02-23,22,False,
T-00460,IT Services,DEPT-018,495474.94,2025-03-02,16,False,
T-00461,Catering,DEPT-004,396689.93,2024-11-04,28,False,
T-00462,Catering,DEPT-021,1460347.23,2024-09-15,12,False,
T-00463,Medical Supplies,DEPT-004,4004705.06,2026-02-06,15,False,
T-00464,Construction,DEPT-023,3029647.72,2025-09-27,10,False,
T-00465,Medical Supplies,DEPT-007,1448537.15,2023-05-23,22,False,
T-00466,Consulting,DEPT-007,1309159.02,2024-04-22,19,False,
T-00467,IT Services,DEPT-015,5473574.13,2023-04-28,21,False,
T-00468,Construction,DEPT-006,2749000.43,2024-10-31,23,False,
T-00469,Security Services,DEPT-006,774790.9,2023-08-15,14,False,
T-00470,Security Services,DEPT-016,3279697.91,2023-05-21,22,False,
T-00471,Office Equipment,DEPT-005,308889.76,2024-02-26,19,False,
T-00472,Security Services,DEPT-023,2749885.99,2025-08-30,15,False,
T-00473,Consulting,DEPT-019,1343277.35,2024-02-20,26,False,
T-00474,Catering,DEPT-009,288938.65,2024-02-18,10,False,
T-00475,Medical Supplies,DEPT-015,1572557.32,2023-05-12,22,False,
T-00476,Office Equipment,DEPT-017,1097287.05,2024-11-04,28,False,
T-00477,Catering,DEPT-015,1725823.29,2025-08-05,28,False,
T-00478,Construction,DEPT-024,33548354.85,2023-07-06,19,False,
T-00479,Catering,DEPT-012,854648.71,2024-09-01,22,False,
T-00480,Medical Supplies,DEPT-014,4058298.05,2024-05-25,15,False,
T-00481,Security Services,DEPT-015,1137943.46,2025-02-26,15,False,
T-00482,IT Services,DEPT-013,2557237.52,2023-03-31,17,False,
T-00483,Medical Supplies,DEPT-009,5393564.54,2026-01-06,19,False,
T-00484,IT Services,DEPT-023,400114.81,2024-03-20,25,False,
T-00485,Security Services,DEPT-025,707830.71,2026-02-06,13,False,
T-00486,Road Maintenance,DEPT-003,5989270.12,2023-08-04,26,False,
T-00487,Road Maintenance,DEPT-014,1636772.89,2025-07-12,15,False,
T-00488,Consulting,DEPT-007,1070890.09,2025-11-02,11,False,
T-00489,Catering,DEPT-001,1207778.97,2023-05-30,30,False,
T-00490,Catering,DEPT-013,900706.65,2024-12-04,22,False,
T-00491,Office Equipment,DEPT-013,1344373.98,2023-03-19,10,False,
T-00492,Consulting,DEPT-004,4123729.1,2023-10-07,20,False,
T-00493,Catering,DEPT-016,749452.97,2025-08-02,12,False,
T-00494,IT Services,DEPT-018,2297560.44,2024-05-11,24,False,
T-00495,Medical Supplies,DEPT-016,2371200.59,2024-07-25,15,False,
T-00496,Medical Supplies,DEPT-001,3603225.41,2023-07-25,15,False,
T-00497,Consulting,DEPT-004,1486705.48,2025-12-30,22,False,
T-00498,Medical Supplies,DEPT-003,3801271.11,2023-01-23,18,False,
T-00499,Medical Supplies,DEPT-015,2545058.17,2025-01-03,15,False,
T-00500,Office Equipment,DEPT-023,850468.41,2023-03-12,27,False,
T-00501,Office Equipment,DEPT-015,682383.47,2023-04-08,30,False,
T-00502,IT Services,DEPT-013,2567386.35,2024-09-23,24,False,
T-00503,Construction,DEPT-020,38041225.66,2023-01-10,11,False,
T-00504,Security Services,DEPT-025,3148980.86,2024-02-18,17,False,
T-00505,Road Maintenance,DEPT-008,4362716.22,2024-02-14,12,False,
T-00506,Construction,DEPT-014,35001783.08,2023-02-27,10,False,
T-00507,Road Maintenance,DEPT-007,12698348.76,2023-05-10,17,False,
T-00508,IT Services,DEPT-022,7188052.15,2023-12-10,15,False,
T-00509,Construction,DEPT-014,32394499.73,2025-11-15,13,False,
T-00510,Road Maintenance,DEPT-011,11205124.11,2026-02-25,30,False,
T-00511,Office Equipment,DEPT-020,82580.5,2024-02-29,27,False,
T-00512,Security Services,DEPT-014,1367238.49,2023-09-05,17,False,
T-00513,Office Equipment,DEPT-004,835369.61,2024-12-31,20,False,
T-00514,Medical Supplies,DEPT-001,3855847.59,2025-04-03,30,False,
T-00515,Road Maintenance,DEPT-001,7189304.45,2025-03-08,16,False,
T-00516,Catering,DEPT-008,364776.54,2023-05-16,18,False,
T-00517,Road Maintenance,DEPT-002,21038325.68,2023-05-18,16,False,
T-00518,Security Services,DEPT-010,3943847.85,2025-10-20,13,False,
T-00519,Medical Supplies,DEPT-009,3225287.57,2023-07-14,29,False,
T-00520,Road Maintenance,DEPT-021,5120302.86,2025-03-06,14,False,
T-00521,Road Maintenance,DEPT-006,7535375.84,2024-10-13,25,False,
T-00522,IT Services,DEPT-011,441608.21,2023-02-06,29,False,
T-00523,Catering,DEPT-013,1837167.73,2025-11-12,30,False,
T-00524,Office Equipment,DEPT-017,220739.07,2026-04-18,10,False,
T-00525,Office Equipment,DEPT-001,885948.89,2023-09-12,19,False,
T-00526,Office Equipment,DEPT-024,447380.07,2025-05-27,17,False,
T-00527,IT Services,DEPT-002,4567170.62,2023-10-09,21,False,
T-00528,Catering,DEPT-010,1337698.74,2024-02-18,14,False,
T-00529,Security Services,DEPT-007,3387070.49,2023-03-19,17,False,
T-00530,Catering,DEPT-024,492200.42,2024-11-04,14,False,
T-00531,Consulting,DEPT-011,252779.98,2023-03-23,26,False,
T-00532,Security Services,DEPT-021,892788.27,2024-08-13,10,False,
T-00533,Office Equipment,DEPT-024,1355027.03,2024-11-09,20,False,
T-00534,Office Equipment,DEPT-007,1317140.61,2026-01-09,11,False,
T-00535,Office Equipment,DEPT-022,916249.0,2024-03-31,29,False,
T-00536,Security Services,DEPT-017,2561860.7,2024-10-20,15,False,
T-00537,Catering,DEPT-021,1363569.68,2023-01-13,12,False,
T-00538,Catering,DEPT-003,433205.43,2024-01-30,11,False,
T-00539,Medical Supplies,DEPT-007,5499309.88,2023-09-15,12,False,
T-00540,Medical Supplies,DEPT-019,2599807.57,2026-01-29,16,False,
T-00541,Office Equipment,DEPT-017,605550.87,2023-06-10,23,False,
T-00542,Catering,DEPT-010,1085943.64,2023-12-03,16,False,
T-00543,Office Equipment,DEPT-014,118100.65,2023-12-28,29,False,
T-00544,Office Equipment,DEPT-010,291110.88,2024-08-07,28,False,
T-00545,Catering,DEPT-021,1502263.87,2024-02-17,18,False,
T-00546,Catering,DEPT-003,257317.47,2025-01-06,22,False,
T-00547,Security Services,DEPT-006,2571347.59,2025-08-22,24,False,
T-00548,Security Services,DEPT-017,1283256.79,2025-06-06,14,False,
T-00549,Catering,DEPT-001,839661.67,2025-02-20,23,False,
T-00550,IT Services,DEPT-025,2522941.77,2024-09-06,29,False,
T-00551,Medical Supplies,DEPT-018,2230685.39,2023-12-26,18,False,
T-00552,Security Services,DEPT-015,2988565.26,2024-09-18,24,False,
T-00553,Consulting,DEPT-013,1626184.23,2026-02-25,29,False,
T-00554,Catering,DEPT-003,1176168.82,2024-11-13,14,False,
T-00555,Catering,DEPT-007,1004495.76,2023-11-13,16,False,
T-00556,Construction,DEPT-001,27219504.28,2025-10-22,21,False,
T-00557,Catering,DEPT-013,1879976.5,2025-05-01,22,False,
T-00558,Road Maintenance,DEPT-013,18581730.33,2025-09-29,19,False,
T-00559,IT Services,DEPT-014,1955040.92,2023-03-21,13,False,
T-00560,Security Services,DEPT-019,512259.29,2023-11-29,16,False,
T-00561,Security Services,DEPT-009,1344150.56,2024-12-14,26,False,
T-00562,Catering,DEPT-021,1230648.07,2025-01-24,11,False,
T-00563,Security Services,DEPT-014,585132.93,2024-05-20,17,False,
T-00564,Catering,DEPT-002,1043095.87,2025-01-10,30,False,
T-00565,Construction,DEPT-023,24680028.26,2023-10-30,18,False,
T-00566,Catering,DEPT-022,735063.39,2023-10-29,18,False,
T-00567,Office Equipment,DEPT-020,1167822.7,2026-03-30,15,False,
T-00568,Construction,DEPT-004,6050733.62,2023-07-09,30,False,
T-00569,Security Services,DEPT-013,670496.01,2026-04-15,12,False,
T-00570,Office Equipment,DEPT-014,1105873.7,2023-12-06,23,False,
T-00571,Consulting,DEPT-023,2578358.32,2024-09-10,26,False,
T-00572,Security Services,DEPT-019,2878248.63,2024-09-22,23,False,
T-00573,IT Services,DEPT-004,3648170.51,2026-03-18,21,False,
T-00574,Medical Supplies,DEPT-009,1591451.89,2024-03-05,22,False,
T-00575,Consulting,DEPT-001,4131691.12,2023-12-11,25,False,
T-00576,Construction,DEPT-004,32377803.4,2023-05-24,23,False,
T-00577,Security Services,DEPT-021,2900907.3,2024-08-13,23,False,
T-00578,Medical Supplies,DEPT-006,1742049.05,2025-02-06,15,False,
T-00579,Medical Supplies,DEPT-007,3602849.4,2025-09-23,15,False,
T-00580,IT Services,DEPT-015,3079499.01,2026-03-07,16,False,
T-00581,Medical Supplies,DEPT-007,685755.13,2023-05-01,15,False,
T-00582,Office Equipment,DEPT-009,1380104.68,2025-04-17,24,False,
T-00583,IT Services,DEPT-021,1353503.46,2023-12-07,12,False,
T-00584,Consulting,DEPT-003,4761139.3,2025-02-12,13,False,
T-00585,Consulting,DEPT-003,2340827.71,2024-12-01,10,False,
T-00586,Office Equipment,DEPT-016,318442.75,2025-09-20,13,False,
T-00587,Construction,DEPT-002,22592236.0,2024-06-28,10,False,
T-00588,Construction,DEPT-004,35171941.76,2024-03-08,26,False,
T-00589,Construction,DEPT-013,29824545.68,2025-12-01,18,False,
T-00590,Catering,DEPT-016,1632466.18,2024-11-21,29,False,
T-00591,Security Services,DEPT-011,2771620.12,2025-01-29,20,False,
T-00592,Road Maintenance,DEPT-008,17614637.55,2025-01-09,22,False,
T-00593,Security Services,DEPT-020,3457104.35,2023-04-28,21,False,
T-00594,Road Maintenance,DEPT-004,6992032.21,2023-01-07,24,False,
T-00595,Security Services,DEPT-024,2161929.87,2023-10-12,10,False,
T-00596,IT Services,DEPT-017,2003312.7,2024-07-26,17,False,
T-00597,Road Maintenance,DEPT-015,24704032.19,2025-08-31,26,False,
T-00598,Security Services,DEPT-022,3798613.62,2024-01-20,10,False,
T-00599,Road Maintenance,DEPT-001,1946243.47,2025-01-07,11,False,
T-00600,Road Maintenance,DEPT-022,17933804.14,2025-06-28,17,False,
T-00601,Catering,DEPT-013,1857971.8,2023-06-16,21,False,
T-00602,Security Services,DEPT-016,1050071.24,2023-07-25,22,False,
T-00603,Consulting,DEPT-020,2926137.11,2024-02-04,14,False,
T-00604,Construction,DEPT-005,36788555.31,2025-10-16,12,False,
T-00605,Consulting,DEPT-022,362940.7,2026-01-28,24,False,
T-00606,Medical Supplies,DEPT-015,4229908.56,2023-08-25,25,False,
T-00607,Office Equipment,DEPT-008,481156.06,2024-03-09,15,False,
T-00608,IT Services,DEPT-004,7417850.7,2025-06-09,10,False,
T-00609,Medical Supplies,DEPT-011,5830690.73,2025-02-24,18,False,
T-00610,Office Equipment,DEPT-024,1419186.41,2024-06-11,25,False,
T-00611,IT Services,DEPT-022,3951449.47,2023-10-06,27,False,
T-00612,Catering,DEPT-003,1737881.04,2024-11-12,17,False,
T-00613,IT Services,DEPT-021,6803030.37,2024-12-03,22,False,
T-00614,Security Services,DEPT-021,1548761.7,2026-02-24,23,False,
T-00615,Office Equipment,DEPT-008,1251927.44,2024-06-14,13,False,
T-00616,Consulting,DEPT-003,377636.65,2023-08-17,12,False,
T-00617,Road Maintenance,DEPT-024,15310477.08,2026-04-27,16,False,
T-00618,IT Services,DEPT-019,2071068.05,2025-01-23,14,False,
T-00619,Road Maintenance,DEPT-013,3893605.26,2026-03-27,10,False,
T-00620,Consulting,DEPT-002,569375.37,2026-04-23,27,False,
T-00621,Office Equipment,DEPT-013,1059618.73,2025-05-17,20,False,
T-00622,Road Maintenance,DEPT-022,9156999.13,2023-09-16,26,False,
T-00623,Office Equipment,DEPT-004,1100911.82,2025-03-20,10,False,
T-00624,Catering,DEPT-011,224177.05,2023-10-24,19,False,
T-00625,Office Equipment,DEPT-016,507170.99,2025-07-22,14,False,
T-00626,Consulting,DEPT-005,2789558.2,2023-03-12,29,False,
T-00627,Road Maintenance,DEPT-010,19977355.96,2025-10-25,13,False,
T-00628,Consulting,DEPT-023,1730012.01,2026-03-21,25,False,
T-00629,Office Equipment,DEPT-016,957542.5,2024-08-19,22,False,
T-00630,Construction,DEPT-011,35667154.43,2023-11-09,16,False,
T-00631,Office Equipment,DEPT-023,943001.62,2023-04-18,15,False,
T-00632,Catering,DEPT-024,542623.0,2025-03-13,19,False,
T-00633,Medical Supplies,DEPT-001,292744.57,2026-01-27,22,False,
T-00634,Road Maintenance,DEPT-014,21882372.97,2025-08-27,21,False,
T-00635,Security Services,DEPT-013,476569.88,2023-05-28,26,False,
T-00636,Consulting,DEPT-010,4398568.03,2024-02-04,27,False,
T-00637,Security Services,DEPT-004,2304173.68,2023-09-26,20,False,
T-00638,Construction,DEPT-023,37684572.54,2024-09-14,24,False,
T-00639,Medical Supplies,DEPT-019,4822881.93,2023-10-09,24,False,
T-00640,Catering,DEPT-010,1996074.81,2023-10-24,16,False,
T-00641,Office Equipment,DEPT-024,558532.13,2024-02-05,30,False,
T-00642,Construction,DEPT-012,31153154.98,2026-03-24,13,False,
T-00643,Medical Supplies,DEPT-013,2501295.84,2025-05-24,15,False,
T-00644,Construction,DEPT-004,20235273.57,2024-12-29,25,False,
T-00645,Medical Supplies,DEPT-002,3820906.96,2023-08-29,26,False,
T-00646,Road Maintenance,DEPT-019,21968250.74,2025-06-07,14,False,
T-00647,Security Services,DEPT-008,3942700.49,2023-03-11,13,False,
T-00648,Office Equipment,DEPT-013,1163996.45,2025-09-27,19,False,
T-00649,Medical Supplies,DEPT-021,2593935.68,2025-02-07,12,False,
T-00650,Catering,DEPT-021,900578.3,2025-02-21,18,False,
T-00651,Catering,DEPT-012,1501406.37,2023-01-24,13,False,
T-00652,IT Services,DEPT-003,2138584.02,2023-09-07,25,False,
T-00653,Office Equipment,DEPT-001,210187.46,2026-04-16,28,False,
T-00654,Catering,DEPT-009,773782.1,2023-07-13,28,False,
T-00655,Medical Supplies,DEPT-013,1830348.1,2025-09-18,30,False,
T-00656,Security Services,DEPT-010,1466709.23,2026-03-16,14,False,
T-00657,IT Services,DEPT-011,2098779.68,2023-05-11,27,False,
T-00658,Medical Supplies,DEPT-013,396245.16,2023-02-10,22,False,
T-00659,Catering,DEPT-003,133960.48,2025-11-28,28,False,
T-00660,IT Services,DEPT-025,7905462.4,2024-02-29,13,False,
T-00661,Medical Supplies,DEPT-020,2652472.83,2024-01-04,10,False,
T-00662,Catering,DEPT-011,830220.63,2023-09-09,11,False,
T-00663,Medical Supplies,DEPT-019,4125936.6,2024-02-27,30,False,
T-00664,Medical Supplies,DEPT-003,1426785.24,2026-02-25,18,False,
T-00665,Construction,DEPT-003,38098524.99,2023-09-13,26,False,
T-00666,Consulting,DEPT-012,3974456.07,2026-01-19,15,False,
T-00667,Security Services,DEPT-022,721879.61,2023-01-01,17,False,
T-00668,Consulting,DEPT-002,2204387.72,2025-11-29,19,False,
T-00669,Catering,DEPT-005,1770324.78,2026-03-27,25,False,
T-00670,Road Maintenance,DEPT-017,23673568.53,2024-12-22,29,False,
T-00671,Office Equipment,DEPT-023,727732.19,2023-07-22,11,False,
T-00672,Office Equipment,DEPT-002,939446.51,2024-01-21,14,False,
T-00673,Consulting,DEPT-007,1001762.94,2023-10-02,29,False,
T-00674,Office Equipment,DEPT-019,1487194.51,2025-01-05,18,False,
T-00675,Medical Supplies,DEPT-024,1505279.45,2025-05-14,12,False,
T-00676,Consulting,DEPT-009,4725112.52,2025-02-20,30,False,
T-00677,Medical Supplies,DEPT-013,3950432.9,2025-07-23,12,False,
T-00678,Consulting,DEPT-022,3117136.62,2025-05-21,14,False,
T-00679,Office Equipment,DEPT-003,793398.34,2024-07-05,30,False,
T-00680,Office Equipment,DEPT-023,384471.23,2025-02-01,28,False,
T-00681,Medical Supplies,DEPT-014,1182688.99,2023-11-11,20,False,
T-00682,Security Services,DEPT-013,1193750.35,2023-02-23,29,False,
T-00683,Office Equipment,DEPT-003,320335.48,2024-07-07,13,False,
T-00684,IT Services,DEPT-022,6302800.45,2026-01-28,23,False,
T-00685,IT Services,DEPT-011,2995964.5,2023-07-02,21,False,
T-00686,Road Maintenance,DEPT-025,2388224.24,2024-07-13,14,False,
T-00687,Office Equipment,DEPT-009,1455198.81,2023-01-21,13,False,
T-00688,Security Services,DEPT-008,3581629.19,2025-02-14,13,False,
T-00689,IT Services,DEPT-006,7443692.58,2025-12-14,19,False,
T-00690,Catering,DEPT-004,1990324.86,2025-12-19,21,False,
T-00691,Consulting,DEPT-018,1034697.2,2024-07-09,29,False,
T-00692,IT Services,DEPT-002,3351063.55,2023-12-16,20,False,
T-00693,Security Services,DEPT-006,3129658.51,2024-12-07,27,False,
T-00694,Security Services,DEPT-016,2905674.22,2026-04-28,14,False,
T-00695,Consulting,DEPT-001,938700.35,2025-11-17,14,False,
T-00696,Medical Supplies,DEPT-005,4922623.78,2025-02-14,28,False,
T-00697,Consulting,DEPT-002,1277314.74,2025-01-28,17,False,
T-00698,Security Services,DEPT-023,1205743.41,2025-07-26,15,False,
T-00699,Catering,DEPT-012,1120251.4,2025-08-17,26,False,
T-00700,Consulting,DEPT-009,3046111.69,2025-05-26,26,False,
T-00701,Office Equipment,DEPT-010,891125.0,2023-06-28,19,False,
T-00702,Security Services,DEPT-025,729352.61,2024-10-02,12,False,
T-00703,IT Services,DEPT-003,7056448.64,2024-05-06,12,False,
T-00704,Medical Supplies,DEPT-019,1703760.25,2023-04-28,12,False,
T-00705,Consulting,DEPT-018,821671.62,2025-10-06,10,False,
T-00706,Security Services,DEPT-022,3599493.09,2025-11-07,14,False,
T-00707,Catering,DEPT-016,1915737.85,2025-11-20,27,False,
T-00708,IT Services,DEPT-013,6938382.65,2023-01-29,29,False,
T-00709,Office Equipment,DEPT-024,1223798.31,2023-01-15,23,False,
T-00710,Road Maintenance,DEPT-008,16725807.54,2025-12-17,29,False,
T-00711,Construction,DEPT-020,22932580.08,2025-07-07,15,False,
T-00712,Office Equipment,DEPT-006,176130.8,2023-06-03,21,False,
T-00713,Medical Supplies,DEPT-017,2539451.3,2024-12-24,11,False,
T-00714,Security Services,DEPT-016,1741678.66,2025-02-15,15,False,
T-00715,Road Maintenance,DEPT-004,7234090.81,2024-11-23,17,False,
T-00716,IT Services,DEPT-010,5870334.88,2024-09-04,25,False,
T-00717,Consulting,DEPT-009,2580203.53,2024-03-12,10,False,
T-00718,Security Services,DEPT-007,691766.38,2024-09-16,30,False,
T-00719,Construction,DEPT-015,10366961.67,2025-09-26,11,False,
T-00720,Road Maintenance,DEPT-001,17398210.33,2025-07-31,20,False,
T-00721,Consulting,DEPT-012,565428.13,2023-08-08,10,False,
T-00722,Road Maintenance,DEPT-024,21428965.94,2024-01-17,22,False,
T-00723,Road Maintenance,DEPT-001,12883516.65,2023-07-27,23,False,
T-00724,Catering,DEPT-007,1013114.5,2023-06-23,26,False,
T-00725,Medical Supplies,DEPT-014,3615585.54,2023-09-11,25,False,
T-00726,Construction,DEPT-005,33337876.71,2024-05-27,17,False,
T-00727,Catering,DEPT-013,760837.5,2025-02-05,19,False,
T-00728,Road Maintenance,DEPT-014,17272387.66,2024-01-09,27,False,
T-00729,Consulting,DEPT-004,2915513.43,2025-06-17,24,False,
T-00730,Medical Supplies,DEPT-005,1712115.38,2024-12-25,23,False,
T-00731,Construction,DEPT-012,35387939.48,2024-02-11,13,False,
T-00732,Office Equipment,DEPT-010,1206267.73,2023-03-24,14,False,
T-00733,Security Services,DEPT-014,2770426.6,2024-11-09,11,False,
T-00734,Medical Supplies,DEPT-022,5125903.12,2024-02-12,25,False,
T-00735,Consulting,DEPT-004,4363012.16,2025-05-12,25,False,
T-00736,Catering,DEPT-022,1445889.66,2023-09-18,20,False,
T-00737,Security Services,DEPT-017,3413247.98,2025-03-07,14,False,
T-00738,IT Services,DEPT-004,5670530.25,2023-02-13,14,False,
T-00739,Medical Supplies,DEPT-012,4128823.51,2025-10-21,10,False,
T-00740,Office Equipment,DEPT-002,946986.5,2024-12-01,23,False,
T-00741,Construction,DEPT-014,30603232.3,2025-09-10,19,False,
T-00742,Consulting,DEPT-016,961304.51,2023-06-19,23,False,
T-00743,Office Equipment,DEPT-020,1327262.6,2023-11-09,26,False,
T-00744,Medical Supplies,DEPT-008,5250284.64,2024-07-29,13,False,
T-00745,Consulting,DEPT-023,340386.96,2024-05-21,23,False,
T-00746,Office Equipment,DEPT-016,1247434.29,2023-07-31,26,False,
T-00747,Medical Supplies,DEPT-007,903888.72,2026-04-25,30,False,
T-00748,Medical Supplies,DEPT-008,2110445.3,2023-09-04,14,False,
T-00749,Security Services,DEPT-002,3076629.72,2024-07-14,16,False,
T-00750,Medical Supplies,DEPT-014,1090445.39,2023-02-06,29,False,
T-00751,Office Equipment,DEPT-003,1236052.18,2023-04-15,22,False,
T-00752,Security Services,DEPT-017,3395683.04,2024-09-19,30,False,
T-00753,Office Equipment,DEPT-008,785828.21,2024-11-19,23,False,
T-00754,Catering,DEPT-002,112133.16,2025-11-10,23,False,
T-00755,Construction,DEPT-010,12907449.06,2023-08-14,18,False,
T-00756,Road Maintenance,DEPT-009,15806246.04,2024-12-19,23,False,
T-00757,Office Equipment,DEPT-011,1472719.96,2023-04-08,15,False,
T-00758,Construction,DEPT-001,26008914.03,2023-04-17,20,False,
T-00759,Office Equipment,DEPT-010,426715.19,2025-08-24,18,False,
T-00760,IT Services,DEPT-014,5181843.91,2024-01-14,18,False,
T-00761,Catering,DEPT-012,1125972.22,2024-11-15,19,False,
T-00762,IT Services,DEPT-004,6304809.54,2023-01-28,27,False,
