bid_id,tender_id,vendor_id,contract_id,category,department_id,estimated_value,submission_deadline_days,is_emergency_procurement,is_split_tender,num_bidders,bid_amount,price_ratio_to_estimate,price_zscore_in_category,submission_day_offset,submission_hour,bid_text_similarity_score,is_winner,vendor_age_days,employee_count,shared_address_count,shared_bank_account_count,award_amount,award_to_bid_ratio,change_order_count,change_order_value_ratio,reported_completion_pct,actual_completion_pct,completion_mismatch,delivery_confirmed,inspection_mismatch_flag,invoice_count,duplicate_invoice_flag,intermediary_flag,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_category,is_anomaly
B-001180,T-00295,V-0431,,Road Maintenance,DEPT-018,17356065.33,24,False,False,6,15113651.71,0.871,0.36,6,17,0.062,False,2591,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.4,0.078,0.91,False,none,0
B-001181,T-00295,V-0096,C-00295,Road Maintenance,DEPT-018,17356065.33,24,False,False,6,18498600.58,1.066,0.863,9,12,0.04,True,5855,1,0,0,18498600.58,1.0,1,0.03,92,92,0,True,False,1,False,False,True,False,False,22.2,0.112,0.91,False,none,0
B-001182,T-00295,V-0252,,Road Maintenance,DEPT-018,17356065.33,24,False,False,6,16857421.28,0.971,0.619,9,9,0.106,False,0,36,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,18.9,0.273,0.95,False,none,0
B-001183,T-00296,V-0254,,Consulting,DEPT-021,3849093.73,15,False,False,6,3649839.44,0.948,0.838,4,10,0.086,False,3380,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,38.7,0.154,0.85,False,none,0
B-001184,T-00296,V-0000,,Consulting,DEPT-021,3849093.73,15,False,False,6,4009249.65,1.042,1.087,10,17,0.018,False,1517,7,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.7,0.075,0.87,False,none,0
B-001185,T-00296,V-0058,,Consulting,DEPT-021,3849093.73,15,False,False,6,3758560.13,0.976,0.913,10,11,0.02,False,4508,1,0,3,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,34.4,0.282,0.94,False,none,0
B-001186,T-00296,V-0207,,Consulting,DEPT-021,3849093.73,15,False,False,6,4093881.4,1.064,1.146,0,11,0.15,False,5393,22,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,26.9,0.238,0.87,False,none,0
B-001187,T-00296,V-0302,,Consulting,DEPT-021,3849093.73,15,False,False,6,3991588.55,1.037,1.075,0,9,0.103,False,1321,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,57.9,0.12,0.98,False,none,0
B-001188,T-00296,V-0097,C-00296,Consulting,DEPT-021,3849093.73,15,False,False,6,4006961.07,1.041,1.085,2,11,0.041,True,3348,18,0,0,4006961.07,1.0,2,0.06,92,92,0,True,False,3,False,False,True,False,False,31.2,0.106,0.98,False,none,0
B-001189,T-00297,V-0028,C-00297,Construction,DEPT-019,24634272.14,27,False,False,4,25447130.96,1.033,0.318,0,14,0.021,True,2737,1,0,0,25447130.96,1.0,0,0.0,93,93,0,True,False,4,False,False,True,False,False,70.8,0.27,0.99,True,shell_company,1
B-001190,T-00297,V-0108,,Construction,DEPT-019,24634272.14,27,False,False,4,25005675.33,1.015,0.28,2,10,0.145,False,5213,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,37.4,0.186,0.91,False,none,0
B-001191,T-00297,V-0368,,Construction,DEPT-019,24634272.14,27,False,False,4,27431532.46,1.114,0.49,5,13,0.195,False,4209,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,59.3,0.272,0.92,False,none,0
B-001192,T-00297,V-0057,,Construction,DEPT-019,24634272.14,27,False,False,4,25727619.69,1.044,0.342,8,18,0.055,False,1271,13,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,50.2,0.137,1.0,False,none,0
B-001193,T-00298,V-0105,C-00298,IT Services,DEPT-021,3931136.65,12,False,False,3,3608951.14,0.918,-0.143,10,18,0.036,True,5989,1,0,0,3608951.14,1.0,0,0.0,100,100,0,True,False,3,False,False,True,False,False,44.8,0.123,0.99,False,none,0
B-001194,T-00298,V-0199,,IT Services,DEPT-021,3931136.65,12,False,False,3,4216995.7,1.073,0.12,7,12,0.066,False,4820,34,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.0,0.143,0.97,False,none,0
B-001195,T-00298,V-0180,,IT Services,DEPT-021,3931136.65,12,False,False,3,3992757.34,1.016,0.023,4,8,0.065,False,2015,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,54.4,0.245,0.9,False,none,0
B-001196,T-00299,V-0383,,Office Equipment,DEPT-020,647169.33,28,False,False,2,634598.7,0.981,-0.376,1,12,0.028,False,6437,0,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.4,0.175,0.93,False,none,0
B-001197,T-00299,V-0234,C-00299,Office Equipment,DEPT-020,647169.33,28,False,False,2,641926.75,0.992,-0.36,6,8,0.095,True,1435,4,0,0,641926.75,1.0,0,0.0,90,90,0,True,False,2,False,False,True,False,False,54.0,0.777,0.52,False,ai_generated_doc,1
B-001198,T-00300,V-0300,,Construction,DEPT-019,15256994.13,16,False,False,2,14918950.58,0.978,-0.594,4,18,0.034,False,1257,9,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,26.9,0.055,0.88,False,none,0
B-001199,T-00300,V-0232,C-00300,Construction,DEPT-019,15256994.13,16,False,False,2,15388254.75,1.009,-0.553,3,12,0.126,True,1261,1,1,1,15388254.75,1.0,1,0.03,92,92,0,True,False,3,False,False,True,False,False,62.6,0.238,0.99,False,none,0
B-001200,T-00301,V-0082,,Catering,DEPT-017,1866105.37,13,False,False,4,1667226.84,0.893,1.053,0,11,0.097,False,884,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,36.8,0.203,0.93,False,none,0
B-001201,T-00301,V-0245,C-00301,Catering,DEPT-017,1866105.37,13,False,False,4,1911860.72,1.025,1.482,6,11,0.148,True,6122,19,0,0,1911860.72,1.0,0,0.0,99,99,0,True,False,3,False,False,True,False,False,27.9,0.023,0.86,False,none,0
B-001202,T-00301,V-0112,,Catering,DEPT-017,1866105.37,13,False,False,4,1750850.43,0.938,1.2,8,16,0.096,False,6146,7,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.3,0.197,0.94,False,none,0
B-001203,T-00301,V-0224,,Catering,DEPT-017,1866105.37,13,False,False,4,1714651.85,0.919,1.136,2,9,0.04,False,0,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.0,0.404,0.87,False,none,0
B-001204,T-00302,V-0353,,Medical Supplies,DEPT-001,5009123.54,16,False,False,4,4551582.43,0.909,0.9,6,8,0.009,False,2557,18,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,42.0,0.458,0.86,False,none,0
B-001205,T-00302,V-0050,,Medical Supplies,DEPT-001,5009123.54,16,False,False,4,5343539.15,1.067,1.376,1,11,0.135,False,726,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,15.4,0.35,0.98,False,none,0
B-001206,T-00302,V-0139,C-00302,Medical Supplies,DEPT-001,5009123.54,16,False,False,4,4820000.06,0.962,1.061,4,11,0.114,True,5198,1,0,0,4820000.06,1.0,0,0.0,94,94,0,True,False,1,False,False,True,False,False,33.1,0.097,0.85,False,none,0
B-001207,T-00302,V-0441,,Medical Supplies,DEPT-001,5009123.54,16,False,False,4,5470081.43,1.092,1.452,10,16,0.128,False,606,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,52.3,0.075,0.88,False,none,0
B-001208,T-00303,V-0471,,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1402697.15,0.968,1.374,0,13,0.115,False,2209,20,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,50.9,0.052,0.99,False,none,0
B-001209,T-00303,V-0093,C-00303,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1300821.71,0.898,1.142,8,14,0.085,True,7240,15,0,0,1300821.71,1.0,0,0.0,96,96,0,True,False,2,False,False,True,False,False,34.1,0.293,0.94,False,none,0
B-001210,T-00303,V-0321,,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1352199.02,0.933,1.259,0,15,0.029,False,7654,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,61.9,0.165,0.94,False,none,0
B-001211,T-00303,V-0254,,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1556751.91,1.074,1.725,1,12,0.108,False,4385,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,34.1,0.064,0.96,False,none,0
B-001212,T-00303,V-0270,,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1435732.53,0.991,1.449,6,12,0.104,False,5604,12,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,72.3,0.367,0.95,False,none,0
B-001213,T-00303,V-0001,,Office Equipment,DEPT-023,1449289.02,24,False,False,6,1401611.41,0.967,1.371,4,17,0.03,False,7516,45,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,42.6,0.309,0.99,False,none,0
B-001214,T-00304,V-0289,,IT Services,DEPT-018,1257088.62,22,False,False,6,1269158.05,1.01,-1.155,3,11,0.049,False,3131,24,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.1,0.17,0.9,False,none,0
B-001215,T-00304,V-0288,,IT Services,DEPT-018,1257088.62,22,False,False,6,1294935.74,1.03,-1.144,5,13,0.071,False,3786,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,55.3,0.185,0.89,False,none,0
B-001216,T-00304,V-0182,,IT Services,DEPT-018,1257088.62,22,False,False,6,1341368.78,1.067,-1.123,3,16,0.05,False,6808,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,48.2,0.037,0.96,False,none,0
B-001217,T-00304,V-0049,,IT Services,DEPT-018,1257088.62,22,False,False,6,1366342.13,1.087,-1.113,3,14,0.144,False,2490,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,54.4,0.133,0.89,False,none,0
B-001218,T-00304,V-0194,C-00304,IT Services,DEPT-018,1257088.62,22,False,False,6,1229952.96,0.978,-1.172,0,9,0.015,True,5533,25,0,0,1229952.96,1.0,0,0.0,99,99,0,True,False,4,False,False,True,False,False,57.5,0.27,0.93,False,none,0
B-001219,T-00304,V-0241,,IT Services,DEPT-018,1257088.62,22,False,False,6,1157071.05,0.92,-1.203,2,11,0.062,False,4594,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.7,0.33,0.88,False,none,0
B-001220,T-00305,V-0094,,Construction,DEPT-016,29772964.06,20,False,False,3,36302021.82,1.219,1.258,1,8,0.879,False,2869,32,2,1,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.2,0.324,0.88,False,bid_rigging,1
B-001221,T-00305,V-0385,,Construction,DEPT-016,29772964.06,20,False,False,3,37030514.16,1.244,1.321,1,8,0.855,False,4438,7,2,1,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,True,50.3,0.207,0.91,False,bid_rigging,1
B-001222,T-00305,V-0496,C-00305,Construction,DEPT-016,29772964.06,20,False,False,3,33203895.85,1.115,0.99,1,8,0.979,True,3199,1,2,0,33203895.85,1.0,0,0.0,94,94,0,True,False,3,False,False,True,False,True,41.5,0.14,0.99,False,bid_rigging,1
B-001223,T-00306,V-0457,,Security Services,DEPT-006,3778025.64,10,False,False,5,3684300.72,0.975,1.476,9,9,0.014,False,2752,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.4,0.056,0.96,True,none,0
B-001224,T-00306,V-0107,C-00306,Security Services,DEPT-006,3778025.64,10,False,False,5,3837026.43,1.016,1.614,4,17,0.081,True,2707,15,0,0,3837026.43,1.0,0,0.0,90,90,0,True,False,3,False,False,True,False,False,27.1,0.302,0.96,False,none,0
B-001225,T-00306,V-0047,,Security Services,DEPT-006,3778025.64,10,False,False,5,3559559.28,0.942,1.363,10,11,0.007,False,1287,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,19.0,0.305,0.91,False,none,0
B-001226,T-00306,V-0174,,Security Services,DEPT-006,3778025.64,10,False,False,5,3561057.2,0.943,1.364,4,16,0.025,False,3749,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,55.0,0.105,0.94,False,none,0
B-001227,T-00306,V-0472,,Security Services,DEPT-006,3778025.64,10,False,False,5,3855956.01,1.021,1.631,0,15,0.123,False,6958,7,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,60.5,0.042,1.0,False,none,0
B-001228,T-00307,V-0454,,Road Maintenance,DEPT-013,5349593.59,12,False,False,5,5333977.37,0.997,-1.094,3,17,0.042,False,2640,21,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.5,0.055,0.88,False,none,0
B-001229,T-00307,V-0169,,Road Maintenance,DEPT-013,5349593.59,12,False,False,5,5360120.63,1.002,-1.09,6,13,0.14,False,3183,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,67.3,0.205,0.92,False,none,0
B-001230,T-00307,V-0051,,Road Maintenance,DEPT-013,5349593.59,12,False,False,5,5106135.08,0.954,-1.128,7,16,0.104,False,5847,11,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,47.9,0.233,0.91,False,none,0
B-001231,T-00307,V-0045,,Road Maintenance,DEPT-013,5349593.59,12,False,False,5,5275640.58,0.986,-1.103,0,9,0.147,False,4347,4,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,42.7,0.18,0.88,False,none,0
B-001232,T-00307,V-0257,C-00307,Road Maintenance,DEPT-013,5349593.59,12,False,False,5,5052937.29,0.945,-1.136,9,8,0.1,True,496,51,0,0,5052937.29,1.0,1,0.03,96,96,0,True,False,1,False,False,True,False,False,36.3,0.049,0.86,False,none,0
B-001233,T-00308,V-0119,,IT Services,DEPT-004,812021.26,15,False,False,3,855392.86,1.053,-1.334,2,11,0.124,False,873,24,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,39.8,0.103,0.94,False,none,0
B-001234,T-00308,V-0377,,IT Services,DEPT-004,812021.26,15,False,False,3,862459.93,1.062,-1.331,3,10,0.044,False,6993,42,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,59.4,0.194,0.95,False,none,0
B-001235,T-00308,V-0023,C-00308,IT Services,DEPT-004,812021.26,15,False,False,3,722072.63,0.889,-1.391,0,18,0.067,True,3938,6,0,0,722072.63,1.0,0,0.0,90,90,0,True,False,4,False,False,True,False,False,51.6,0.205,0.9,False,none,0
B-001236,T-00309,V-0060,C-00309,Consulting,DEPT-005,3757379.12,18,False,False,2,3547827.64,0.944,0.767,5,18,0.113,True,304,1,1,0,3547827.64,1.0,0,0.0,94,94,0,True,False,1,False,False,True,False,False,52.1,0.298,0.99,False,none,0
B-001237,T-00309,V-0371,,Consulting,DEPT-005,3757379.12,18,False,False,2,3419997.45,0.91,0.678,4,18,0.065,False,282,16,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,38.5,0.374,0.91,False,none,0
B-001238,T-00310,V-0242,C-00310,IT Services,DEPT-005,4723442.97,23,False,False,3,4539221.91,0.961,0.259,5,8,0.08,True,866,12,0,0,4539221.91,1.0,0,0.0,100,100,0,True,False,3,False,False,True,False,False,34.1,0.285,0.95,False,none,0
B-001239,T-00310,V-0193,,IT Services,DEPT-005,4723442.97,23,False,False,3,4699796.1,0.995,0.329,10,14,0.016,False,2876,16,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.2,0.208,0.86,False,none,0
B-001240,T-00310,V-0003,,IT Services,DEPT-005,4723442.97,23,False,False,3,4312603.98,0.913,0.161,2,11,0.011,False,4090,13,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,59.1,0.056,0.97,False,none,0
B-001241,T-00311,V-0117,,Medical Supplies,DEPT-002,5074698.34,15,False,False,5,4794008.71,0.945,1.046,8,18,0.08,False,1948,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.8,0.336,0.89,False,none,0
B-001242,T-00311,V-0358,,Medical Supplies,DEPT-002,5074698.34,15,False,False,5,4769011.49,0.94,1.031,9,17,0.148,False,2999,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,44.2,0.357,0.97,False,none,0
B-001243,T-00311,V-0416,,Medical Supplies,DEPT-002,5074698.34,15,False,False,5,5137807.49,1.012,1.252,7,10,0.124,False,0,29,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,57.0,0.294,0.89,False,none,0
B-001244,T-00311,V-0085,,Medical Supplies,DEPT-002,5074698.34,15,False,False,5,5095812.44,1.004,1.227,9,16,0.099,False,2892,29,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,42.8,0.231,0.99,True,none,0
B-001245,T-00311,V-0136,C-00311,Medical Supplies,DEPT-002,5074698.34,15,False,False,5,4854942.32,0.957,1.082,3,15,0.064,True,989,10,0,0,4854942.32,1.0,1,0.03,95,95,0,True,False,2,False,False,True,False,False,38.3,0.139,0.86,False,none,0
B-001246,T-00312,V-0142,C-00312,Construction,DEPT-023,7311350.31,19,False,False,5,7388918.27,1.011,-1.246,3,14,0.044,True,3859,5,0,0,7388918.27,1.0,0,0.0,97,97,0,True,False,2,False,False,True,False,False,47.0,0.091,0.96,False,none,0
B-001247,T-00312,V-0161,,Construction,DEPT-023,7311350.31,19,False,False,5,7071532.13,0.967,-1.273,8,15,0.139,False,1467,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,57.3,0.075,0.89,False,none,0
B-001248,T-00312,V-0133,,Construction,DEPT-023,7311350.31,19,False,False,5,7192180.37,0.984,-1.263,9,9,0.119,False,1757,25,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,26.9,0.451,0.98,False,none,0
B-001249,T-00312,V-0310,,Construction,DEPT-023,7311350.31,19,False,False,5,8045461.98,1.1,-1.189,2,8,0.034,False,0,22,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,41.4,0.391,0.92,False,none,0
B-001250,T-00312,V-0109,,Construction,DEPT-023,7311350.31,19,False,False,5,7899385.13,1.08,-1.201,8,9,0.084,False,2347,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,42.7,0.145,0.95,True,none,0
B-001251,T-00313,V-0364,,Security Services,DEPT-004,3262962.32,14,False,False,6,3008533.24,0.922,0.864,8,11,0.12,False,5952,15,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,43.6,0.066,0.99,False,none,0
B-001252,T-00313,V-0377,C-00313,Security Services,DEPT-004,3262962.32,14,False,False,6,3425405.46,1.05,1.241,3,8,0.076,True,6539,42,0,0,3425405.46,1.0,0,0.0,98,98,0,True,False,2,False,False,True,False,False,61.6,0.188,0.93,False,none,0
B-001253,T-00313,V-0418,,Security Services,DEPT-004,3262962.32,14,False,False,6,3421815.7,1.049,1.238,9,16,0.133,False,3550,20,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,51.0,0.343,0.97,False,none,0
B-001254,T-00313,V-0069,,Security Services,DEPT-004,3262962.32,14,False,False,6,3038157.93,0.931,0.891,3,16,0.083,False,144,11,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,49.5,0.287,0.86,False,none,0
B-001255,T-00313,V-0027,,Security Services,DEPT-004,3262962.32,14,False,False,6,3423260.76,1.049,1.239,5,16,0.081,False,7200,10,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.8,0.275,0.98,False,none,0
B-001256,T-00313,V-0265,,Security Services,DEPT-004,3262962.32,14,False,False,6,3564055.15,1.092,1.367,4,12,0.05,False,6399,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.4,0.039,0.91,False,none,0
B-001257,T-00314,V-0022,C-00314,Security Services,DEPT-011,1125858.35,22,False,False,3,1093159.89,0.971,-0.869,3,18,0.018,True,3668,5,0,0,1093159.89,1.0,1,0.03,94,94,0,True,False,3,False,False,True,False,False,49.8,0.739,0.57,False,ai_generated_doc,1
B-001258,T-00314,V-0218,,Security Services,DEPT-011,1125858.35,22,False,False,3,1094529.46,0.972,-0.867,7,9,0.084,False,5261,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.3,0.211,0.87,False,none,0
B-001259,T-00314,V-0251,,Security Services,DEPT-011,1125858.35,22,False,False,3,1176609.99,1.045,-0.793,1,13,0.092,False,4053,46,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,37.5,0.198,0.92,False,none,0
B-001260,T-00315,V-0015,C-00315,IT Services,DEPT-002,1560150.76,17,False,False,4,1455070.41,0.933,-1.074,10,8,0.129,True,6408,3,0,0,1455070.41,1.0,1,0.03,98,98,0,True,False,4,False,False,True,False,False,56.9,0.317,0.9,False,none,0
B-001261,T-00315,V-0016,,IT Services,DEPT-002,1560150.76,17,False,False,4,1474264.2,0.945,-1.066,0,9,0.048,False,5429,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,11.2,0.285,0.87,False,none,0
B-001262,T-00315,V-0391,,IT Services,DEPT-002,1560150.76,17,False,False,4,1655413.08,1.061,-0.988,10,17,0.012,False,4935,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,59.4,0.106,0.96,False,none,0
B-001263,T-00315,V-0005,,IT Services,DEPT-002,1560150.76,17,False,False,4,1585565.18,1.016,-1.018,3,15,0.143,False,0,2,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,46.7,0.095,0.94,False,none,0
B-001264,T-00316,V-0490,C-00316,Office Equipment,DEPT-016,288185.41,26,False,False,4,296469.75,1.029,-1.147,0,10,0.198,True,1550,2,0,0,296469.75,1.0,0,0.0,94,94,0,True,False,2,False,False,False,False,False,55.3,0.21,0.99,False,shell_company,1
B-001265,T-00316,V-0331,,Office Equipment,DEPT-016,288185.41,26,False,False,4,297748.41,1.033,-1.144,1,16,0.129,False,4379,7,1,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,40.3,0.166,0.97,False,none,0
B-001266,T-00316,V-0190,,Office Equipment,DEPT-016,288185.41,26,False,False,4,319289.26,1.108,-1.095,4,10,0.017,False,1011,38,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,48.7,0.236,0.98,False,none,0
B-001267,T-00316,V-0029,,Office Equipment,DEPT-016,288185.41,26,False,False,4,322240.34,1.118,-1.088,8,15,0.057,False,1225,13,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,54.0,0.018,0.87,False,none,0
B-001268,T-00317,V-0077,,Security Services,DEPT-004,3332468.99,11,False,False,2,3442735.65,1.033,1.257,8,17,0.118,False,143,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,23.1,0.418,0.95,False,none,0
B-001269,T-00317,V-0089,C-00317,Security Services,DEPT-004,3332468.99,11,False,False,2,3400569.17,1.02,1.219,5,14,0.07,True,5346,5,0,0,3400569.17,1.0,0,0.0,90,90,0,True,False,2,False,False,True,False,False,62.3,0.208,0.86,False,none,0
B-001270,T-00318,V-0013,,Road Maintenance,DEPT-015,16964733.3,23,False,False,5,17362416.43,1.023,0.694,3,14,0.052,False,5971,3,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,24.9,0.192,0.99,False,none,0
B-001271,T-00318,V-0022,,Road Maintenance,DEPT-015,16964733.3,23,False,False,5,15614538.55,0.92,0.434,5,9,0.054,False,4272,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,35.1,0.245,0.86,False,none,0
B-001272,T-00318,V-0306,C-00318,Road Maintenance,DEPT-015,16964733.3,23,False,False,5,18030781.23,1.063,0.793,8,12,0.08,True,7605,25,0,0,18030781.23,1.0,1,0.03,99,99,0,True,False,1,False,False,True,False,False,57.1,0.221,0.97,False,none,0
B-001273,T-00318,V-0025,,Road Maintenance,DEPT-015,16964733.3,23,False,False,5,18155240.24,1.07,0.812,6,14,0.084,False,2235,23,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.6,0.326,0.86,False,none,0
B-001274,T-00318,V-0001,,Road Maintenance,DEPT-015,16964733.3,23,False,False,5,16731240.13,0.986,0.6,3,14,0.022,False,7462,45,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,53.8,0.375,0.93,False,none,0
B-001275,T-00319,V-0164,C-00319,IT Services,DEPT-016,4327603.77,23,False,False,3,4316314.71,0.997,0.163,5,12,0.123,True,1380,16,0,0,4316314.71,1.0,1,0.03,95,95,0,True,False,2,False,False,True,False,False,50.4,0.182,0.91,False,none,0
B-001276,T-00319,V-0189,,IT Services,DEPT-016,4327603.77,23,False,False,3,3930042.17,0.908,-0.004,9,14,0.109,False,1233,1,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,47.8,0.208,0.89,False,none,0
B-001277,T-00319,V-0338,,IT Services,DEPT-016,4327603.77,23,False,False,3,4461133.22,1.031,0.226,8,8,0.094,False,0,16,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,66.4,0.191,0.94,True,none,0
B-001278,T-00320,V-0106,C-00320,Office Equipment,DEPT-001,570304.2,27,False,False,1,654753.69,1.148,-0.33,9,17,0.0,True,3027,1,0,0,654753.69,1.0,0,0.0,97,97,0,True,False,4,False,False,True,False,False,57.8,0.274,0.89,False,bid_suppression,1
B-001279,T-00321,V-0402,,IT Services,DEPT-008,7054444.16,30,False,False,4,7296577.0,1.034,1.452,2,9,0.009,False,5250,14,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,32.9,0.135,0.97,False,none,0
B-001280,T-00321,V-0008,C-00321,IT Services,DEPT-008,7054444.16,30,False,False,4,7028120.78,0.996,1.336,0,9,0.13,True,1591,13,0,0,7028120.78,1.0,0,0.0,90,90,0,True,False,4,False,False,True,False,False,44.9,0.339,0.89,True,none,0
B-001281,T-00321,V-0395,,IT Services,DEPT-008,7054444.16,30,False,False,4,7530345.44,1.067,1.553,4,16,0.019,False,6247,5,0,0,0.0,1.0,0,0.0,-1,-1,0,True,False,0,False,False,True,False,False,70.3,0.271,0.97,False,none,0
